[00:00:00] 呃上课之前我先在告诉大家一下
[01:13:50] 你们你们要知道所有的底层
[01:13:52] 比如说操作系统里面
[01:13:53] 是用什么样的技术来实现同步的
[01:13:56] 所以所以你们还被迫要学学这些
[01:13:58] 但当你们真正开始写代码的时候
[01:14:00] 我觉得像stress cannot be implement this library
[01:14:02] 我觉得这是一个正确的argument锁
[01:14:04] 首先它是可以用的
[01:14:05] 我是可以把程序写对的
[01:14:07] 但是你很容易搬起石头砸到自己的脚
[01:14:10] 所以我们要彻底杜绝你能够搬石头的
[01:14:13] 任何的可能性
[01:14:15] 嗯像用一种更高级的语言
[01:14:17] 更高层的语言来描述你想要做什么
[01:14:19] 然后用编译器来保证它生成的代码
[01:14:20] 一定不会有这种奇奇怪怪的并发的问题
[01:14:23] 一定满足你的啊需求
[01:14:25] OK好
[01:14:27] 这就有意思了
[01:14:28] 当然这是上一个时代的研究工作了
[01:14:31] as sports082008年
[01:14:33] 真的是上一个时代20年以前的工作了
[01:14:35] 后来他在2018年的时候
[01:14:38] 得到了most influential paper word
[01:14:40] 他他是
[01:14:41] 确实是他他开辟了这个
[01:14:45] 整个大家都去研究并发这件事的一个
[01:14:48] 很好的先例
[01:14:49] 他做了一个empirical study
[01:14:50] 一个实证研究
[01:14:51] 他去找了像马斯克
[01:14:53] party
[01:14:53] 在那个时候都是顶流级的
[01:14:55] 有最好的那些程序员
[01:14:57] Live office
[01:14:58] Open office
[01:14:58] 可能不算
[01:14:59] 有一些最好的程序员维护的项目
[01:15:01] 比如说你看MOZA
[01:15:03] MOZA的那个firefox rust
[01:15:05] 就是他们的团队里面出来的
[01:15:06] 莫斯拉出来的都是很顶级的程序员
[01:15:09] 他们依然有105个
[01:15:12] 真实的系统里面的并发bug
[01:15:15] 然后他们去把这些bug找出来
[01:15:17] Learning from mistakes
[01:15:18] 然后呃去观察是不是存在有意义的结论
[01:15:23] 所以他们找到结论就说
[01:15:24] 这些像ABA这样的问题
[01:15:26] 在现实中程序员还是会还是会写出来的
[01:15:30] 比如说比如说这个atomacity violation
[01:15:33] 这这个例子其实是一个data race
[01:15:36] 大概是
[01:15:37] 这是一个非常常见的模式
[01:15:39] 跟你们的支付宝支付宝是一样的
[01:15:42] 支付宝是说我先用衣服判断
[01:15:45] 判断一个条件是不是满足
[01:15:47] 然后这个条件如果满足的话
[01:15:49] 我就可以做了
[01:15:49] 如果我手身上的余额大于大于那么多钱
[01:15:53] 我要扣掉的钱
[01:15:53] 我就可以把这个钱扣掉了
[01:15:55] 就像这个如果我的这个指针不是空
[01:15:58] 我就可以往这个指针里面写东西
[01:16:00] 结果哪怕是你上着锁
[01:16:02] 你有一个有一个别人把资资源释放掉了
[01:16:06] 你这个就是一个crash
[01:16:08] 然后这样的ABA型的问题其实很多
[01:16:11] 它不仅出现在像像这种是data race的情况
[01:16:15] 还有什么呢
[01:16:16] 你可以use are free
[01:16:18] 你有另外一个线程
[01:16:19] 你比如说你把这个指针交给别的线程了
[01:16:23] 然后别的线程或者说你的整个系统
[01:16:25] 认为这个指针再也不会访问了
[01:16:27] 它就把它安全的free掉了
[01:16:28] free掉了以后
[01:16:30] 这里面就变成use are free
[01:16:31] 他去读一个读一个已经free的内存
[01:16:34] 这是非常危险的
[01:16:35] 因为你可能会读到不属于你的数据
[01:16:37] 你就可能有隐私泄露
[01:16:38] 内核里面有很多这种usa free的这种
[01:16:41] 严重的安全安全漏洞
[01:16:43] 当然如果你你free的时候
[01:16:45] 同时把这个指针呃清掉了
[01:16:47] 比如说改成now了
[01:16:48] 那这个程序也可能发成一个crash
[01:16:50] 对这样的问题不仅在你的程序里会发生
[01:16:55] 在你的系统里面也会发生
[01:16:57] 比如说啊就刚才那个例子
[01:16:59] 就阿里额支付宝的那个例子
[01:17:01] 就是一个叫
[01:17:02] Talk to time of
[01:17:03] Check to time of youth
[01:17:06] 你检查和使用的时中间是有时间差的
[01:17:09] 你你if什么肯定选
[01:17:13] 然后你你其实你是认为是assert这个condition的
[01:17:17] 你是希望这个呃sir肯定是的
[01:17:19] 但如果你没有实正确的实现互斥上好一把锁
[01:17:23] 那这个search是有可能不成立的
[01:17:25] 支付宝就是这个例子
[01:17:26] 所以你看到条件变量是一个非常经典的
[01:17:29] 非常好用的同步机制
[01:17:31] 就是因为它可以保证这个condition是成立的
[01:17:33] 当你用那个while循环
[01:17:35] while not condition的时候
[01:17:37] 这个condition是可以成立的
[01:17:39] 但是有些时候甚至在系统里面
[01:17:42] 你都没有办法做到阻止
[01:17:46] Time of check to time of use
[01:17:48] 在UNIX里
[01:17:49] 包括LINUX里有一个程序叫mail
[01:17:52] Send mail
[01:17:53] 3D mail是读邮件的
[01:17:55] 比如说我现在我我自己在我的电脑上面
[01:17:57] 我回你们
[01:17:58] 你们有同学可能给我回过邮件
[01:18:00] 我有我是在命令行里面读邮件的
[01:18:02] 然后我也是直接
[01:18:03] 如果这个邮件是我想要简单回一下
[01:18:06] 我这样AI直接就帮你帮我回了
[01:18:08] 我是在命令行里读邮件的
[01:18:09] 那个时候当然也是在命令行里组织邮件
[01:18:11] 然后这个命令行的邮件客户端他会这样检查
[01:18:15] 他说他会3D mail
[01:18:17] 回前会先检查你的用户的没有box
[01:18:21] 是不是一个符号链接
[01:18:22] 如果不是符号链接
[01:18:24] 就说明它确实是你用户的这个呃一个邮箱文件
[01:18:28] 对不对
[01:18:29] 邮箱文件
[01:18:30] 一个mail box文件
[01:18:31] 那我就可以把我就把一个邮件
[01:18:35] 我的邮件就呃判断到这个文件里
[01:18:37] 这是对的
[01:18:38] 有意思的操作是什么呢
[01:18:40] 我希呃他要创建一个这样的时间窗口
[01:18:43] 理论上说也是有可能的
[01:18:44] 呃我我我作为一个攻击者
[01:18:46] 我没有root权限
[01:18:47] 我只有我这个杠home a b c的访问权限
[01:18:51] 我只有这个mail box的访问权限
[01:18:52] 然后我就不停的干一件事
[01:18:54] 我给自己先发一封邮件
[01:18:57] 然后或者说在很短的时间里面
[01:19:00] 我首先要等一会
[01:19:01] 我我首先要不要把这个mail box
[01:19:03] 我的MAD box变成一个正常的文件
[01:19:06] 然后我再做一个符号链接
[01:19:08] 指向一个系统里面危险的文件
[01:19:10] 比如说什么杠etc杠password
[01:19:12] 你们如果看我现在的这个
[01:19:14] 不是LS
[01:19:15] 如果你看的话
[01:19:16] 你可以看到我系统里面所有的用户
[01:19:18] 也就是说往e DC password里面加一行
[01:19:22] 判断一个邮件
[01:19:23] 就意味着我可能可以往这个系统里面创
[01:19:25] 添加一个新的用户
[01:19:26] 我就把这个系统给攻破了
[01:19:28] 这个用户可我这个用户可以属于某一个
[01:19:31] 很有权限的组这个文件
[01:19:33] 这个文件我作为一个普通用户啧
[01:19:37] 显然是不可不行的
[01:19:39] 我我随便往后面写一行
[01:19:41] 这绝对是不允许的操作
[01:19:43] 嗯好那通过这个符号链接
[01:19:48] 我就可以让这个高权限的程序root
[01:19:51] 有有root权限的send mail的程序
[01:19:52] 首先他看一眼是吧
[01:19:54] time of check
[01:19:55] 这个文件是安全的
[01:19:56] 可以写
[01:19:57] 它不是符号链接
[01:19:58] 是属于用户的文件
[01:19:58] 我可以把邮件写进去
[01:19:59] 不会有在这个时间点写入文件时
[01:20:02] 不会有任何的严重的后果的
[01:20:05] 因为这个邮件本身就是邮件发给这个用户的
[01:20:07] 我可能甚至自己发给自己的
[01:20:08] 但是这个文件在自己用户的那个目录下
[01:20:11] 它是一个普通的数据的文件
[01:20:13] 我写进去不会不会有任何影响的
[01:20:15] 但是当我执行到这的时候
[01:20:18] 当我实际上把这个文件开始打开的时候
[01:20:22] 我的条件就不再成立了
[01:20:23] 我这已经是一个符号链接了
[01:20:26] 就理论上说就是无法防御
[01:20:28] 因为你的system call就是这些
[01:20:30] 你没有system call可以支持你原子的
[01:20:34] 检查这个文件是不是符号链接
[01:20:36] 再把它打开
[01:20:37] 你做不到
[01:20:37] 你只能在你只能通过修改这个程序的架构
[01:20:40] 不能我我不在root权限运行
[01:20:43] 这样来来来解决这个问题
[01:20:45] 这也是一个TOMCBLAATION
[01:20:47] 也是有点像一个race
[01:20:48] 有点像那个杀人的那个样
[01:20:50] 只不过这不是一个线程级别的race
[01:20:53] 线程级别是两个
[01:20:55] 两个线程访问同一个共享内存
[01:20:59] 谁跑得快
[01:21:00] 谁就会把这个值
[01:21:02] 有另外一个人就会把这个值给盖掉
[01:21:04] 但这是一个呃资源级的
[01:21:06] 也就是说我我在操作系统里面有这个对象
[01:21:10] 然后我现在在访问这个操作系统里面
[01:21:12] 对象的时候
[01:21:12] 产生了个AABA
[01:21:14] 一个tomcity violation
[01:21:16] 你我想要的是这个的原子性
[01:21:18] 但如果违反了
[01:21:19] 这就是一个并发的bug
[01:21:20] 所以兵发bug真的是千奇百怪
[01:21:23] 你很难想象
[01:21:24] 然后还有各种各样的
[01:21:25] 像这个呃呃事件没有按照未预定的顺序发生
[01:21:30] 比如说一个concurrent的use of free
[01:21:32] 这是这也是一个非常经典的
[01:21:35] 我我需要一个同步
[01:21:36] 我需要的是
[01:21:38] 我的free需要等到所有可能的user都结束
[01:21:42] 我有一个join
[01:21:43] 我现在才呃才能free
[01:21:46] 你可以用信号量来实现
[01:21:47] 你你知道比如说你你知道一共有三个线程
[01:21:50] 有可能会回use死
[01:21:52] 然后呢我就必须要P3次
[01:21:53] 那个信号量
[01:21:55] 相当于我要从那个桌子上拿走三个玩具
[01:21:58] 然后每一个县城
[01:22:00] 最再也不会访问了以后
[01:22:01] 他会把一个玩具放到桌上
[01:22:03] 但你你你可能放的时机不对
[01:22:04] 你在放完玩具以后
[01:22:06] 你还访问它
[01:22:07] 就就构成了一个concurrent的
[01:22:09] Use sufree
[01:22:10] 那这个是这样的问题也呃也很多
[01:22:14] 甚至
[01:22:14] 甚至
[01:22:15] 这个有兴趣的同学可以去看一下这个ghost race
[01:22:18] 甚至在没有use are free的时候
[01:22:20] 你的程序是没有use are free的
[01:22:22] 因为你的处理器会投机执行哎
[01:22:25] 这也是一个非常也是一个非常有趣的
[01:22:29] 也是一个非常有趣的特性
[01:22:31] 你假设你有同步
[01:22:33] 你有lock和unlock好
[01:22:35] 你在这里有use use
[01:22:38] 然后呃那这个时候lock你你这里free
[01:22:41] 然后你可以在这里
[01:22:42] 比如判断这个这个指针是不是
[01:22:45] 你这有一个unlock
[01:22:47] 比如说free以后
[01:22:48] 你会有一个pointer等于等于空
[01:22:51] 你会把这个指针置为空
[01:22:52] 然后如果如果这个pointer的话
[01:22:54] 你你会use
[01:22:57] 你会你会reference这个point好
[01:23:00] 这个程序是正确的
[01:23:01] 它它正确的实现了互斥
[01:23:03] 麻烦的是这个lock实际上是这样实现的
[01:23:07] 就是如果这个一个一个atomic的exchange
[01:23:13] 它成功了
[01:23:14] 如果他如果他成功了
[01:23:16] 他就会进入进入进入这个呃lock的region
[01:23:21] 然后否则的话如果他失败的话
[01:23:24] 如果他失败
[01:23:25] 他就要go to retry
[01:23:28] 它是这样实现的好
[01:23:29] 那从顺序执行的逻辑上
[01:23:32] 这是没问题的
[01:23:32] 因为我我我这unlock
[01:23:34] 我我这个才会retry才会终止
[01:23:37] 然后我才会执行执行后面的代码
[01:23:39] 所以我的这个这个读PTR一定是happen after
[01:23:46] 这个的一定是害怕after after这个
[01:23:48] 所以这个代码一定不会执行
[01:23:51] 这部分代码一定不会执行
[01:23:52] 但是我们的CPU他很聪明
[01:23:56] 他比你想象的聪明
[01:23:57] 有一个依附条件
[01:23:59] 在他不知道判断真假的时候
[01:24:02] 你的CPU
[01:24:03] 实际上有可能把两个条件都给执行了
[01:24:05] 但是他把两个条件都给执行
[01:24:08] 但是他会把那个预测错误的那一半给抹掉
[01:24:11] 如果CPU还有算力的话
[01:24:13] 这样他不就可以弥补这个分支预测的延
[01:24:15] 迟啊等等
[01:24:15] 反正因为我指令都已经load加载了
[01:24:18] 也执行了
[01:24:18] 但是这些指令的投机执行
[01:24:22] 会导致你可能会
[01:24:25] 比如说这部分代码会留下一些像cash的
[01:24:27] footprint的这些side channel
[01:24:28] 一些测性到
[01:24:30] 然后你的呃可以通过比如说访问时间啊等等
[01:24:32] 去去去偷出一些pointer
[01:24:35] 因为这边有developments里面的里面的信息
[01:24:38] 所以所以如果有一条路径是投机执行的
[01:24:42] 我这是concurrent
[01:24:43] 在投机执行的时候
[01:24:44] 我的锁互斥锁现在其实是不存是
[01:24:47] 是不是是不在的
[01:24:48] 我的互斥锁锁是获取不到的
[01:24:51] 但是我获取不到的时候
[01:24:53] 如果我的CPU去投机执行这条路径诶
[01:24:56] 这个时候pointer就是在的
[01:24:58] 他读这个pointer
[01:24:59] 这个就是在的
[01:25:00] 然后然后这个pointer在的时候
[01:25:01] 他就会直投机再去投机
[01:25:03] 剩下的东西
[01:25:03] 如果这个有可能会
[01:25:05] 如果这个有可能会导致信息泄露的话
[01:25:08] 这就是一个可能利用的呃漏洞
[01:25:10] 反正就是非常复杂的
[01:25:12] 各种你想都呃想都想不清楚的这个呃事情对
[01:25:17] 所以我我今天这节课我讲的是并发G
[01:25:20] 虽然我讲的是并发bug
[01:25:21] 实际上我讲的是
[01:25:22] harness engineering的本质
[01:25:24] 也就是软件工程的本质
[01:25:25] 软件工程的本质就是你程序员都是不能相信的
[01:25:29] 软件世界本身就是复杂的
[01:25:31] 你要尽可能的去做自动化
[01:25:33] 不仅是是在编码上面有一些
[01:25:36] 比如说lock一定要配对
[01:25:38] 然后尽可能的用这个RAWI
[01:25:41] 以及你可以实现各种各样的辅助工具
[01:25:44] 以最大的不信任揣测程序员
[01:25:46] 然后这一点会帮助AI
[01:25:48] 能够快速找到系统里面的问题
[01:25:51] 然后把系统变得啊变得更对
[01:25:53] 我们理论上说任何一个程序的执行
[01:25:56] 我们都可以做一个加强版的lockstep
[01:25:58] 或者加强版的thread sitizer
[01:26:00] 我们可以把整个程序的执行
[01:26:02] 都对齐到时间轴上
[01:26:04] 因为本质上程序的执行就是指令嘛
[01:26:06] 指我可以把指令的执行对齐到时间轴上
[01:26:09] 然后我的每一个函数调用
[01:26:12] 我的每一次函数调用你的你的时间轴
[01:26:14] 你哪怕是有是有现成的
[01:26:16] 我都可以
[01:26:16] 我都可以这样对嘛
[01:26:18] 你们看过那个PROFETO的那些trace对
[01:26:22] 比如说我这调用了do some
[01:26:23] 然后我do some的时候
[01:26:25] 我肯定就是干了一件什么事
[01:26:27] 然后我又调用了do some
[01:26:29] 然后我在这里面的do some里面
[01:26:31] 我在这个线程的do some里面
[01:26:33] 我有一个lock
[01:26:34] 然后我有个lock
[01:26:35] 我现在因为这个现在我block了
[01:26:38] 我等了一会儿
[01:26:38] 然后我再实际上执行了do sum
[01:26:40] 然后我再release等等
[01:26:43] 实际上你是可以把一个程序完整的执行
[01:26:46] 全部都对齐到时间轴上的
[01:26:47] 也就是说你就想想回到我们说并发编程的时候
[01:26:51] 不仅是并发编程
[01:26:52] 我们完全可以把每一个程序
[01:26:55] 就想象成是一个人嘛
[01:26:57] 然后每一个人我做的每一件事情都是有动机
[01:27:00] 都是有解释的
[01:27:00] 我今天早上要吃饭
[01:27:01] 是因为我饿
[01:27:02] 我不吃饭
[01:27:03] 我能量就不够了
[01:27:04] 然后我今天来上课是为了得为了期末
[01:27:07] 期末考试不要崩
[01:27:08] 期末考试不要崩
[01:27:09] 我还想找个好工作
[01:27:10] 你做的每一件事情都是有一个自己的预期
[01:27:13] 有一个其实就是可以解释的
[01:27:16] 程序也是程序
[01:27:17] 更是因为程序是人写的
[01:27:19] 程序是物理世界里面发生的事情
[01:27:20] 在信息世界里的投影
[01:27:22] 那我我为什么不能我的程序一边在执行一边
[01:27:26] 我就在输出日志
[01:27:28] 在解释自己发生了什么
[01:27:29] 然后我一边在解释日志的时候
[01:27:31] 我这个日志是不是就变得可以审计了
[01:27:34] 我也可以让另外一个模型来来监工
[01:27:36] 你这里有没有发生
[01:27:38] All the violation
[01:27:40] 你这个顺序排的对不对
[01:27:42] 你你有没有
[01:27:43] 因为你你想刚才我们说那个time of check to time of use
[01:27:47] 本质上是说我想要解决的是
[01:27:52] 不能往符号链接里面写数据
[01:27:55] 那我一边执行函数的时候
[01:27:58] 内核里面那个函数就知道
[01:27:59] 我打开了一个符号链接
[01:28:01] 那如果我外面站了一个大语言模型
[01:28:02] 我就完全可以看到这个是一个不安全的
[01:28:04] 不正常的访问
[01:28:05] 我应该把它呃拦截下来
[01:28:08] 所以我觉得我们的未来
[01:28:10] 程序的世界
[01:28:11] 软件工程的世界
[01:28:13] 都会都会发生很大的变化
[01:28:16] 我觉得我们的程序程序程序有formal semantics
[01:28:19] 就是每一个每一个
[01:28:22] 指令的执行都是well defined的
[01:28:24] 然后每个语句的执行也是well defined
[01:28:26] 每个函数的执行也是well defined
[01:28:28] 就是因为这种well defined和determinism
[01:28:30] 给了我们控制计算机的这种绝对控制力
[01:28:33] 但是我们也可以给这个每一个函数
[01:28:36] 一个informal semantics
[01:28:37] 让他报告他做了什么
[01:28:39] 然后我们可以把这些报告都串联起来
[01:28:41] 就可以知道这个程序到底做了什么
[01:28:43] 这样可以帮AI帮我们debug
[01:28:44] 可以帮AI帮我们审计
[01:28:45] 这都是未来有可能会发生的
[01:28:48] 比较有趣的事情
