[00:00:00] 呃我们会在期末考试之前再安排一次答疑
[01:15:05] There is no code at all
[01:15:07] Everything in all
[01:15:09] These applications is being hallucinated in real time by the ai
[01:15:13] So there's no buttons
[01:15:16] There's no event handlers
[01:15:17] There's no logic to say
[01:15:18] What to do
[01:15:19] But the application works
[01:15:21] So if i do five divided by three
[01:15:24] And then uh equals
[01:15:26] If i can find that up there this time um
[01:15:28] It's one point six
[01:15:30] So it works right
[01:15:31] But i didn't write any code and neither did ai
[01:15:33] There's no ai written code
[01:15:34] Either
[01:15:35] It's just producing ui
[01:15:37] Exclusively with nothing behind it uh
[01:15:40] And we've got internet explorer
[01:15:41] Here um unlike the boring operating systems that you use today
[01:15:46] This solves one of the big problems that people have right
[01:15:49] People are always wondering when they're on
[01:15:50] They're on their internet is it ai or not
[01:15:53] But in vio s s
[01:15:54] You don't have that problem
[01:15:55] There's no question to be answered
[01:15:56] Because the answer is always yes
[01:15:58] Everything is ai
[01:16:00] So if i want to i can go to
[01:16:03] I
[01:16:03] Don't know
[01:16:03] Let's see
[01:16:04] If we can find uh
[01:16:05] Whether scott handleman has a wikipedia page
[01:16:07] Shall we so i'm gonna go to uh
[01:16:10] Google dot com here
[01:16:11] And let's do a search for handle man wikipedia
[01:16:16] And we'll do a google search there
[01:16:18] And i don't need to remind you this
[01:16:20] But all of the content
[01:16:21] You're seeing is completely hallucinated right
[01:16:25] So uh
[01:16:25] It's just coming directly out of the model
[01:16:27] And the ui is being updated in real time as we go
[01:16:31] And aha is a beautiful picture of scott handsome man
[01:16:34] I i i'm not sure about that one all right
[01:16:37] But it goes further right
[01:16:39] We're not limited to these built in applications
[01:16:41] We can search for any app that we want
[01:16:44] And everyone always does like to do app demos
[01:16:46] So anything that i search for
[01:16:48] I'm going to find
[01:16:49] And it will just be created for me on the fly all right
[01:16:53] So let's see what else
[01:16:54] We could find in here um
[01:16:56] Let's go for one of the classics uh and carter
[01:17:00] Ninety eight
[01:17:01] Everyone loves that one
[01:17:02] But it's all about mark rust
[01:17:07] Sof vege all right
[01:17:10] And so we can get a fully customized version of in carter
[01:17:13] Ninety eight on
[01:17:14] Whatever subject
[01:17:15] We're interested in all right
[01:17:18] So lots of facts and figures about um mark here
[01:17:22] Let's see selected facts set of it
[01:17:24] Has us to talent for turning internals into folklg gray
[01:17:26] I see that's true
[01:17:27] I don't know all right
[01:17:28] And other applications that you would want
[01:17:31] But normally
[01:17:32] It's too difficult to make
[01:17:33] So like commander x a
[01:17:34] But it's always rude to you all right
[01:17:38] So that's a sort of application that
[01:17:39] I think is a genius idea
[01:17:40] But it's difficult to get someone to implement something
[01:17:43] Like that uh
[01:17:44] So let's see what we've got on this machine here
[01:17:47] And obviously
[01:17:48] This is always different every time
[01:17:50] There's something suspicious
[01:17:52] Let's so we can run bash in here
[01:17:54] What's it gotta say to us
[01:17:56] Uh bash
[01:17:57] Uh
[01:17:58] You have somehow offended
[01:17:59] Fine all right
[01:18:00] So you get the idea right
[01:18:02] This is a pretty revolutionary way to do computing
[01:18:05] Because we don't need to write any code for any
[01:18:07] Any
[01:18:07] Any of our applications
[01:18:08] Anymore is are there any software
[01:18:10] You would like to to try out within vios
[01:18:14] Anything
[01:18:14] You can think of uh microsoft money
[01:18:15] Ninety five money
[01:18:17] Ninety five civilization
[01:18:18] Peaked at microsoft money
[01:18:19] Ninety five money
[01:18:22] Nine five uh
[01:18:23] But but scott htman has a lot of money
[01:18:25] Oh but for scott and soulman
[01:18:31] Yeah
[01:18:31] You can say scoot as well
[01:18:32] That's totally fine all right
[01:18:33] So let's see what uh money microsouh
[01:18:36] What uh scott
[01:18:36] How did nhl
[01:18:37] Befive
[01:18:42] Let's see
[01:18:43] And this is this is scott
[01:18:45] What model is in the back in the scott
[01:18:47] Um
[01:18:49] It's been a tough month for where where are the tacos there
[01:18:54] We have is amazing all right
[01:18:56] So all i want to see paint with a drawing of scott on it
[01:19:00] Paints with a drawing of scott
[01:19:02] Now
[01:19:02] Also uh
[01:19:03] Let's do pay for your haircut
[01:19:05] But with pre installed
[01:19:09] So
[01:19:11] And you've got this is copilot uh
[01:19:13] Yes
[01:19:14] Sdk
[01:19:14] That's during this
[01:19:15] This is using coopilot sdk
[01:19:17] Believe it on art
[01:19:18] Behind the scenes
[01:19:18] I can show you a little bit about
[01:19:19] How it works
[01:19:20] If you want um
[01:19:21] So it
[01:19:22] It says
[01:19:22] It's got a very normal picture of scott
[01:19:24] Handleman for some reason
[01:19:25] I don't know what it means by very normal um
[01:19:30] There's a normal picture of scott and slemen
[01:19:32] That's your cage
[01:19:33] That's my cage
[01:19:34] That's the cage you keep me in
[01:19:38] This is insane um
[01:19:41] Wow
[01:19:42] Could it
[01:19:42] This is this is vibe os
[01:19:44] Can it have nested osses
[01:19:46] How many
[01:19:46] How many os deep can we go
[01:19:48] Can you simulate like a
[01:19:50] And as an altar uh
[01:19:52] Eighty eighty
[01:19:53] That's like a terminal emulator
[01:19:54] So i need a terminal emulator that going
[01:19:57] And it's like shushing into a altar
[01:20:00] Totally
[01:20:01] So we can get uios simulator in there
[01:20:03] We can what else could we have
[01:20:05] We could have um
[01:20:06] This may be the greatest thing
[01:20:07] I've ever seen in my life
[01:20:08] Maybe
[01:20:08] Oh yeah
[01:20:09] Well
[01:20:09] Fair enough all right
[01:20:10] So so uh
[01:20:12] What we got
[01:20:12] Oh it's difficult to see on this screen size
[01:20:14] But yes
[01:20:14] We got a fully functional version right
[01:20:16] And i love that it uses the the the appropriate uh windows ce
[01:20:19] Buttons that you are likely to see in an iphone
[01:20:23] Yeah
[01:20:23] It's very very legitimate
[01:20:25] So okay
[01:20:26] So did he write this from scratch
[01:20:28] Or did he
[01:20:29] He's vibing vibes
[01:20:32] 也就是说说我们的未来会是什么样的
[01:20:35] 就是完全取决于大家的想象力
[01:20:37] 从从我今天一开始说要要复习的时候
[01:20:40] 就不是一个常规的复习课
[01:20:41] 而是我直接把一个URL呃丢进去了
[01:20:44] 然后呃操作系统课的结束是一个呃这个words
[01:20:48] First one hundred percent house
[01:20:49] cinated operating system是吧
[01:20:51] 所有的一切都是AI生成的幻觉
[01:20:54] 没有一行代码
[01:20:55] 但是呃它看起来可以可以可以work
[01:20:58] 这个这个底下是个世界模型
[01:21:01] 所以时代其实已经已经开始结束了
[01:21:04] 然后你们在这门课里面学到的知识
[01:21:07] 我不知道有没有用
[01:21:08] 会不会带到未来会有用
[01:21:09] 但是你们至少看到了不一样的一个未来
[01:21:13] 然后你们可能会呃愿意在这个未来里面去
[01:21:16] 找到一个呃自己的呃位置
[01:21:19] 可能我在这样的未来里面也有一个这样的思考
[01:21:22] 所以呃恭喜大家
[01:21:23] 上到了绝版的真人真人操系统课
[01:21:26] 我我就会从明年开始
[01:21:28] 我就没有这个physical的
[01:21:30] 因为本来一直以来
[01:21:31] 我的操选课都是一个非法的状态
[01:21:33] 就是就是你们是共享的课程号
[01:21:35] 但是是不同的考试题
[01:21:37] 这件事情本身在在这个学校的系统里面
[01:21:40] 是非法非法的操作
[01:21:41] 所以啊终于有一个合法化的呃机会
[01:21:44] 我把操系统课还给课程组
[01:21:46] 然后但同时我会试着
[01:21:48] 因为你已经看到YBOS了
[01:21:49] 我会会试着让这个课有永生
[01:21:51] 而且能够keep up to date
[01:21:53] 就是我希望的是
[01:21:55] 我我做的第一步就是我的所有的content
[01:21:57] 现在都是扣的了
[01:21:58] 然后也许不是code也也可以
[01:22:00] 然后我我就可以持续的更新它
[01:22:03] 然后把它变成public and open source的一个
[01:22:07] 也许是你你们每一个人喜欢他是什么样子
[01:22:09] 你就可以让AI把它变成呃变成什么样子
[01:22:12] 然后在下个学期我会开一门
[01:22:14] 新课本来应该叫web coding的
[01:22:16] 但是大家觉得web coding这个很快就就过时了
[01:22:20] 所以还是给他一个更正式的名字
[01:22:22] 所以我就取了一个叫generative of engineering
[01:22:25] 讲
[01:22:26] 我预计的话应该会用一个一线的国产的模型
[01:22:29] 就全部都是国产的模型
[01:22:31] 然后带大家去实现各种
[01:22:33] 你觉得会一开始可能会觉得很疯狂
[01:22:36] 但是呃等你实现出来的时候
[01:22:37] 发现你确确实不需要多少prompt的
[01:22:40] 比较有趣的呃东西
[01:22:43] 所以我觉得对大家来说
[01:22:44] 你看到这个时代的变化了
[01:22:46] 那一张
[01:22:47] 这个你们最终比如说过来听我上复习课
[01:22:51] 还是想着考试的时候可以多一点分数的
[01:22:54] 呃我我非常理解大家
[01:22:56] 你们想要得到一张这个保研的船票
[01:22:58] 然后得到保研船票以后
[01:22:59] 下一张就是一个进入大厂的呃船票
[01:23:02] 或者进入公务员系统的一个传票
[01:23:05] 然后然但这些船票其实可能只是一个起点
[01:23:09] 因为因为我觉得我们
[01:23:11] 一直以来都有一个感觉是什么呢
[01:23:14] 只要你比别人不菜一点
[01:23:16] 就能赢得这个游戏
[01:23:18] 你只要保证有更多的人在你的后面
[01:23:20] 是垫背的状态
[01:23:21] 你就可以赢得这个游戏
[01:23:23] 但这个游戏在突然有一天的时候
[01:23:25] 你就会被放到这个社会上
[01:23:28] 突然间你就没有这个没有说把别人干掉
[01:23:32] 这个你就没问题
[01:23:34] 安全了
[01:23:34] 因为你看到这个AI的pretrain time scale
[01:23:38] 然后呃post train time scaling
[01:23:40] 然后到test time scaling
[01:23:42] 他在以指数级的能力在增长
[01:23:46] 模型在变强三个维度上
[01:23:48] 在scale摩尔定律还在生效
[01:23:51] GPUTPUNPU还在生产
[01:23:54] 在这样的一个
[01:23:55] 我觉得坚持今天版本的答案里面
[01:23:58] 我希望你们每个同学都可以去想一想这个
[01:24:01] 你们最后在这个时代里面
[01:24:02] 会找到一个什么样的位置
[01:24:04] 未必你就一定要成为一个算法哥
[01:24:06] INFA做去做这个AI info
[01:24:08] 也许你你你自己的兴趣就是
[01:24:12] 另外一个可能很人文的一个领域
[01:24:14] 但是我觉得你们每个人都可以去追求一下
[01:24:17] 自己的呃梦想
[01:24:19] 因为我觉得知识可能总是有边界的
[01:24:21] 但是你们的梦想其实是可以呃没有边界的
