[00:00:00] 上一周我们已经开始了并发
[01:13:22] 然后等到等到我运行完了以后
[01:13:25] 注意这里也很重要
[01:13:27] 这部分代码是可以不上锁的
[01:13:28] 如果你没有
[01:13:30] 如果没有
[01:13:30] 比如说共享数据结构的访问的话
[01:13:32] 通常来说
[01:13:33] 你只需要在很少的一段代码里面上着锁
[01:13:36] 比如说从队列里面把那个任务取出来
[01:13:38] 然后这个任务可能是带一个指针的
[01:13:40] 指向一大块内存
[01:13:41] 然后然后这这一大块内存在这段时间里面
[01:13:43] 就是我只有我自己能访问
[01:13:45] 那如果你确定了没有这种并发的SAM
[01:13:48] 加加这种问题
[01:13:49] 那你就可以这个地方放心的把锁给去掉
[01:13:53] 那你就得到了多处理器的啊并行的好处
[01:13:57] 然后等到你处理完了以后
[01:13:59] 你又要更新这个呃整个图中的依赖关系
[01:14:03] 那你就对于
[01:14:04] 当然我这儿比较偷懒了
[01:14:05] 我就对于每一条边
[01:14:06] 如果我的我的我我的初编
[01:14:09] 是一条从我开始的的边
[01:14:12] 我就会对于呃每一个这个他的后继
[01:14:15] The pending a dependency
[01:14:17] 我都会
[01:14:18] 都会减一对
[01:14:19] 如果有任何dependency减到零
[01:14:21] 也就是说但凡有可能任何一个县城被唤醒
[01:14:25] 我都会把它直接给broadcast
[01:14:27] 虽然这个地方signal也是可以的
[01:14:29] 但是啊我我就就做的非常保守
[01:14:31] 我就做的很保守
[01:14:32] 没关系
[01:14:34] 大家不要为了一点点不存在的性能去
[01:14:38] 搬石头砸自己的脚
[01:14:40] 好对
[01:14:42] 我这里还有一个join
[01:14:43] Join
[01:14:43] 同样也可以用类似的方式实现
[01:14:45] 那我我这里可以运行一下
[01:14:48] 那确实你看node0
[01:14:52] 好我们再看一遍
[01:14:53] node0是先执行的
[01:14:54] 然后123是同时执行的
[01:14:57] 完了以后才是四和五
[01:14:59] 然后你这里看到123的执行顺序
[01:15:01] 还是不确定的
[01:15:02] 我上一次执行的是213
[01:15:05] 这次是123
[01:15:06] 只要只要这部分代码没有这种并行执行的问题
[01:15:09] 你就可以
[01:15:10] 尽可能的利用好多处理器里面的
[01:15:13] 这样的多个资源回顾一下
[01:15:17] 我们说今天讲了条件变量
[01:15:18] 讲了讲了同步
[01:15:20] 是并发控制里面最关键的技术
[01:15:22] 然后这个最关键的技术
[01:15:24] 就是我第一堂课的时候说的
[01:15:25] 你想清楚什么叫同步
[01:15:28] 同步
[01:15:28] 就是有多个线程要在某一个点上达成
[01:15:32] 在某一个时间点上达成一个同步的状态
[01:15:36] 然后这个状态就是我们互相清楚对方发生什么
[01:15:40] 然后我在全局的视角上
[01:15:41] 这个状态是可以描述的
[01:15:43] 这个解决了一个什么问题呢
[01:15:45] 我们在有多个线程sum加加的时候
[01:15:48] 谁快谁慢都不知道
[01:15:50] 你
[01:15:50] 你根本就除非你就是把那个程序执行的
[01:15:53] 那个在处理器意义上的那个状态全部都扒出来
[01:15:56] 你才能知道这个sum加加到底发生了什么
[01:15:58] 但同步给了我们一个简化程序状态的机会
[01:16:02] 我们两个线程不管谁先到
[01:16:05] 他们都好像要在这个地方要同时停下来
[01:16:08] 两个线程
[01:16:10] 呃比如说A如果A还分before b
[01:16:12] 那那就有一个A结束和B开始
[01:16:15] 那A结束B还没开始
[01:16:17] 就是这个状态的一个
[01:16:19] 我我确信在世界上存在一个时刻
[01:16:22] 这个时刻A结束了
[01:16:24] B还没开始之后
[01:16:26] A继续干A的事
[01:16:28] B继续干B的事
[01:16:29] 他们再分叉
[01:16:29] 但是在这个点上我得到了一个确定的状态
[01:16:33] 你你只要能够理解同步的条件
[01:16:36] 比如说我们为每一个节点啊分配线程的时候
[01:16:39] 我同步的条件是是
[01:16:41] 这个我所有的前驱的节点都执行完
[01:16:45] 我才能执行假
[01:16:46] 这也有一个这样的同步的
[01:16:48] 这就是同步的条件
[01:16:49] 然后以及如果我是一个呃线程池
[01:16:52] 或者一个execution pool
[01:16:54] 那那就是对应的是我
[01:16:56] 我在队列里面有任务的时候
[01:16:58] 我的线程就可以拿一个
[01:16:59] 如果队列里面没有任务
[01:17:00] 现在是空的
[01:17:01] 那我就必须要等待
[01:17:03] 但我如果创建出新的任务
[01:17:04] 我还要把它放回到队列里
[01:17:06] 那我可能会激活别的worker stad的
[01:17:10] 他又可以取一个取一个任务去做
