[00:00:00] 我们先回顾一下我们之前学了什么
[01:10:39] 你你完全可以用这样的技术来帮你审
[01:10:41] 是多边形
[01:10:42] 我我这里也有一个shader program
[01:10:44] 但是我我相关的依赖
[01:10:46] 我今天没有没有能能装完
[01:10:48] 所以呃不运行它了
[01:10:51] 但呃你可以知道的是
[01:10:53] 可以知道的是
[01:10:54] 本质上你就真的可以写一个这样的程序
[01:10:57] 然后这个程序甚至是一个字符串
[01:11:00] 甚至是一个字符串
[01:11:01] 然后你可以给一个图形库说哈
[01:11:02] 请你帮我把这个程序编译了
[01:11:05] 然后这个程序编译以后
[01:11:06] 你请你作用到每一个pixel上
[01:11:08] 然后每一个pixel你就可以改一个
[01:11:11] 改一个颜色
[01:11:11] 所以你们看到比如说看open gl的教程
[01:11:13] 他们一般第一个教程都是叫教你
[01:11:16] 比如说画一个三角形
[01:11:17] 然后这个三角形上面有一个渐变的色彩
[01:11:20] 渐变色
[01:11:20] 渐变色彩
[01:11:21] 就本质上就是用这样的方式来来实现出来
[01:11:24] 来实现出来的对
[01:11:26] 然后在这里你可以这是个受限的编程语言
[01:11:28] 你肯定不能
[01:11:29] 不能去
[01:11:30] 比如说做操作系统
[01:11:30] system call
[01:11:31] 他会给你一个编译错误
[01:11:33] 这这是做不到的
[01:11:34] 但是你可以做
[01:11:35] 做计算
[01:11:36] 做分支
[01:11:36] 做条件
[01:11:37] 这些都是呃都是可以
[01:11:38] 甚至你可以load和store
[01:11:39] 你可以访问
[01:11:40] 可以访问这个这块这个贴图的
[01:11:43] 法线向量
[01:11:44] OK好
[01:11:46] 那么我们都已经走到这一步了
[01:11:49] 我们都已经走到这一步了
[01:11:50] 我们已经是一个program
[01:11:53] 然后这个program干了一件什么事呢
[01:11:55] 这个program就是for each
[01:11:58] 是一个o m p pilot
[01:12:02] 然后你是一个for each什么vertex
[01:12:06] 或者是for each sh fragment pixel
[01:12:10] 一个对于每一个顶点做的做的做的并行哎
[01:12:14] 既然这个东西的程序是我可以控制的
[01:12:17] 那么我是不是就可以用它来做通用的计算呢
[01:12:21] 所以大概在2001年的时候
[01:12:23] 我我以前我我现在digital library
[01:12:25] 可能我我在这的网络一直打不开
[01:12:27] 我不知道为什么
[01:12:28] 我非常建议大家去读一下这篇论文
[01:12:30] 底下图示是摘出来的
[01:12:32] 他们那个时候01年的时候
[01:12:33] 大家干一件什么事呢
[01:12:34] 叫用general purpose的
[01:12:37] GPU就用这种可以编程
[01:12:38] 用可编程的SHADER去把科学计算的问题
[01:12:42] 变成图片处理的问题
[01:12:43] 你看他们在走
[01:12:44] 今天就我们作为一个computer scientist
[01:12:47] 觉得很怪
[01:12:48] 你应该直接去编程的
[01:12:49] 他他们把一个比如说矩阵的乘法
[01:12:53] 变成一个图片
[01:12:55] 当然如果这个矩阵是来自
[01:12:56] 比如什么天气预报的计算
[01:12:58] 那你跟那个图片看就是很随机的
[01:12:59] 奇奇怪怪的一个一个图片
[01:13:01] 一个在图片意义上不make sense的图片
[01:13:03] 但是因为变成图片以后
[01:13:05] 它就可以用用这个渲染管线里面的什么
[01:13:08] vertex shader
[01:13:09] pixel shadder
[01:13:11] 去做去去做计算
[01:13:12] 比如说比如说如果你要做一个矩阵的乘法
[01:13:16] 那你可以把矩阵的乘法分解成矩阵的
[01:13:19] 就是行列向量外积的和PARALYSE的product
[01:13:23] 在家
[01:13:24] 内集我们用的比较多
[01:13:25] 外籍用的比较少
[01:13:26] 因为外籍
[01:13:26] 因为外籍对你们来说是一个非常奇怪的
[01:13:29] 奇怪操作
[01:13:30] 它很浪费是吧
[01:13:31] 我有一个矩阵
[01:13:32] 我有一行
[01:13:33] 然后我有一列
[01:13:34] 我有一列
[01:13:35] 然后我我我如果做一个外积的话
[01:13:37] 这个行列向量当然是行列向量
[01:13:39] 做一个外积
[01:13:40] 我就得到了一个整个矩阵
[01:13:41] 整个矩阵
[01:13:42] 然后他的rank又是一
[01:13:44] 它rank它里面只有这两个东西的信息
[01:13:46] 然但我得到了一整个矩阵
[01:13:48] 但是如果我能用这个GPU
[01:13:50] 当我把它变成点BMP以后
[01:13:53] 我可以把这个BMP送到显卡上面运行
[01:13:56] 然后如果我的显卡比CPU要快很多
[01:13:59] 这件事情甚至是可能有收益的
[01:14:01] 那所以这个文章就就说哎我们怎么样用
[01:14:03] 把把这个矩阵的乘法分解成外籍的和
[01:14:07] 因为一旦变成外籍以后
[01:14:09] 所有东西都是图片了
[01:14:11] 矩阵就是图片
[01:14:12] 然后图片以后显卡就能处理了
[01:14:14] 显卡处理这个内机的时候
[01:14:17] 相对来说会比较比较复杂
[01:14:19] 然后他们发现诶用用这样的这个外籍的方式
[01:14:22] 在最后再把几张图片做一个叠加
[01:14:24] 图片叠加也可以用pixel shader来做
[01:14:26] 叠加你也是一个for each值
[01:14:28] pixel把它加起来的这个啊这个操作
[01:14:31] 然后然后他真的可以用它来实现矩阵
[01:14:34] 矩阵乘乘法
[01:14:35] 然后这就是为什么
[01:14:37] 其实在那个时候就已经预示了
[01:14:39] 今天我们用显卡这样的模型来做
[01:14:43] 高性能计算
[01:14:44] 所以我们再回顾一下什么是shader program
[01:14:47] shader program就是为一大堆东西
[01:14:49] 同样的东西执行同一段代码
[01:14:52] 同一段代码
[01:14:53] 然后这不就又回到了操作系统
[01:14:55] 讲并发第一节课的时候的内容嘛
[01:14:59] 所以我们要干的是什么呢
[01:15:01] 我们希望的是打个比方
[01:15:03] 如果我们要算一个manner bro set或者什么
[01:15:05] 我们想要在device上
[01:15:07] 在我们的显卡上分配一块内存啊
[01:15:11] 比如说screen
[01:15:12] 就说我我一个picture
[01:15:13] 我就一个为显卡分配一块内存
[01:15:15] 然后我为这个显卡分配一个内存以后
[01:15:17] 比如说我分配一个1920×1080的图片
[01:15:20] 那我就就分配一个1920×1080的
[01:15:22] 这么大的一个一个数组
[01:15:24] 好没问题
[01:15:25] 然后我想要干的
[01:15:27] 或者说我想要显卡帮我干的
[01:15:29] 这就是一个t kernel
[01:15:30] 就是一个pixel shader的程序
[01:15:33] 一个一个picture谁的
[01:15:34] 我希望为每一个像素都是SPN一个线程
[01:15:38] 然后我要给这个像素赋一个参数
[01:15:40] 是row和column
[01:15:41] 然后我会用row和column算一个f color
[01:15:45] 得到一个color
[01:15:46] 就是我这个像素点的颜色
[01:15:48] 然后我的kernel
[01:15:49] 还会把这个颜色写到它对应的那个像素上
[01:15:52] 这不就是画图吗
[01:15:54] 但是这不就也是科学计算吗
[01:15:56] 所以理论上说
[01:15:57] 如果我们在能在这个GPU上启动
[01:16:00] 19201080P是200万像素
[01:16:02] 其中200万个线程
[01:16:04] 假设
[01:16:05] 假设他能
[01:16:06] GPU里能帮我启动这样的足够轻量的线程
[01:16:09] 这不就是我要的并行计算的效果吗
[01:16:12] 如果我们的显卡
[01:16:14] 我们的picture shader能支持这样的编程方式
[01:16:18] 这不就是我要的吗
[01:16:19] 我我用的是操作系统课
[01:16:20] 第一次学的这个线程的方式
[01:16:23] 但我希望的是这个东西能运行在我的显卡上
[01:16:26] 所以所以这个东西是在显卡上的
[01:16:29] 这块内存也是在显卡上的
[01:16:30] 仅此而已
[01:16:31] 所以你就发明了KDA的programm model
[01:16:34] 这就是KDA
[01:16:35] 没有什么神奇
[01:16:36] 你们可能看你们第一次打开
[01:16:38] 比如说你们看什么GPU编程的时候
[01:16:40] 你滴你会打开一个一个sample
[01:16:42] 我这里应该有sample
[01:16:43] 我这儿没有扩大
[01:16:44] 所以我我这个程序是跑不起来的
[01:16:46] 但是你们第一次看到酷打程序的时候
[01:16:49] 如果你们第一次看到酷大程序的时候
[01:16:50] 你会觉得有点害怕
[01:16:52] 诶奇怪
[01:16:54] 比如说你看到这个杠杠device
[01:16:55] 一些你在C语言里面从未见过的
[01:16:59] 见过的东西
[01:17:00] 然后还有还有这样的你没有见过的语法
[01:17:03] 有一个manner brother kernel
[01:17:04] 然后有三个尖括号C和C加加都是
[01:17:08] 都是都是这样的
[01:17:08] 然后你就就很害怕
[01:17:10] 不知道这是什么
[01:17:11] 但实际上实际上嗯一点也不可怕
[01:17:15] 你看到的这些就是这个东西
[01:17:18] 你可以用我们操作系统课上面第一节课就讲了
[01:17:22] 你只是想要创建一大堆的线程
[01:17:24] 这些线程都运行同样的注意
[01:17:27] 有一个要求
[01:17:28] 这些线程都运行同样的代码
[01:17:30] 所以这也是你看我今天讲图形游戏
[01:17:32] 图形游戏图形
[01:17:33] 每一个像素你都可以理解成它运行同样的代码
[01:17:37] 然后这就是库达的programme model
[01:17:40] 那我们想一想
[01:17:41] 如果如果我们想要实现
[01:17:47] 我我可以SPN好多好多t worker
[01:17:51] 然后为每一个pixel
[01:17:52] 相当于为每一个pixel实现一个这个
[01:17:56] 但是就算是用我们上一节课讲的那种
[01:17:59] 轻量化的现成的方式
[01:18:01] 这个代价都是不能接受的
[01:18:04] 一个线程如果你有1KB的cost
[01:18:06] 你创建200万个线程
[01:18:08] 这件事情根本就是就是就是不可能的
[01:18:11] 所以库达做了这样的一件事儿
[01:18:14] coda允许你创建非常非常多个线程
[01:18:16] 但是他会非常小心地把它调度到它
[01:18:19] 实际的硬件上
[01:18:21] 我们刚才说
[01:18:22] 说这个疯狂想法
[01:18:23] 是说我们的每一个CPU里都要有的
[01:18:25] 比如说ALU
[01:18:27] ALU肯定得有
[01:18:29] 然后以及每个CPU里面都会有registers
[01:18:32] Registers
[01:18:33] 那这个registers每一个CPU也必须要有一份
[01:18:37] 所以当我们的这个t worker先这样
[01:18:41] t worker被送到这个线程上的时候
[01:18:45] 送送到这个CPU上的时候
[01:18:46] 或者说这是个GPU的执行单元上
[01:18:49] 我们的t worker
[01:18:50] 那我们t worker比如说零一
[01:18:52] 我我用这个例子
[01:18:54] 比如说我现在有好多个题目
[01:18:56] 比如三三十3031303132
[01:19:02] 所以我就会让这个CPU它的寄存器里面有三和零
[01:19:08] 然后我会让这个CPU它的寄存器里有三和一
[01:19:11] 我会让这个CPU的寄存器里有三和二
[01:19:14] 然后这个寄存器里面
[01:19:16] 比如说我们现在每一个像素点都要算一个它的
[01:19:19] manner broth set的颜色
[01:19:20] 那比如说那我这也会有一个寄存器
[01:19:22] 是它的是它的颜色
[01:19:24] 比如说color最后算出来的color
[01:19:25] 当然我我里面可以有更多寄存器
[01:19:27] 比如说我有循环变量I
[01:19:30] 每一个CPU里面都有AIU和
[01:19:32] 算算术单元和和寄存器
[01:19:34] 然后我们干的事是为了让它们能够并行执行
[01:19:39] 我们和现在的CPU是不一样的
[01:19:41] CPU现在CPU就是哈
[01:19:43] 如果我把三个线程加载到三个CPU上
[01:19:47] 他们就各自执行各自的
[01:19:49] 它没有同步
[01:19:50] 就放出去执行了T我们执行t SPA
[01:19:53] 执行完了以后
[01:19:54] 我们就不管它了
[01:19:55] 我们要等它结束
[01:19:56] 我们就得join他
[01:19:57] 但是GPU不是这样的
[01:19:58] GPU引里面引用了一个概念
[01:20:00] 叫线程数thread wa
[01:20:02] 我要把它们全部捆起来
[01:20:04] 你想一想
[01:20:05] 现在如果只有AIU和寄存器
[01:20:07] 或者说只有这些数值型的寄存器
[01:20:09] 这个程序还是不能执行的
[01:20:11] 还缺什么
[01:20:12] 还缺一个非常重要的寄存器
[01:20:15] program counter
[01:20:17] 你只有program有program counter这个程序
[01:20:19] 它才能知道下一条指令执行什么
[01:20:22] 然后我们的CPU对于CPU来说
[01:20:26] 我们的program counter是在这里的
[01:20:30] CPU的program counter是在这里的
[01:20:32] 这也就意味着我们的每一个CPU里面
[01:20:35] 都有一个program counter结尾
[01:20:36] 这每一个CPU里都有一个取指令和译码的部件
[01:20:41] 但是一码我说一码是要浪费电路的
[01:20:44] 你们都写过那个EMM的译码的逻辑
[01:20:46] 那个指令就32个字节
[01:20:48] 但你译码完了以后就一大堆if else
[01:20:50] 一大堆if else
[01:20:51] 然后这些email是在在实际的电路里面
[01:20:53] 完了以后每一个情况它是我是不是jump指令
[01:20:57] 是不是load store指令
[01:20:59] 我load的是一个beat
[01:21:00] 两个bit
[01:21:01] 一个BT
[01:21:02] 两个BT还是四个BT
[01:21:03] 这些信息全部都是一根线
[01:21:05] 这些线都是要占电路的
[01:21:07] 都是要占逻辑门的
[01:21:08] 还要占触发器
[01:21:09] 所以KDA把他们捆起来的意思就是好
[01:21:13] 我所有的县城这些线程我不能有独立的PC
[01:21:18] 我的这一捆线程有只有一个PC
[01:21:22] 这也就意味着
[01:21:24] 比如说这里有32
[01:21:25] 在在在这个现代MVR的时间里面
[01:21:27] 一个一个thread wap里面有32个线程
[01:21:30] 然后三个线程就是32个t worker
[01:21:32] 执行一样的代码的t worker
[01:21:34] 他们共享一个PC
[01:21:36] 只有一个PC
[01:21:37] 就意味着我只只需要一个一个一码单元
[01:21:40] 我就省下了电路
[01:21:41] 这样就是你看我的overhead
[01:21:44] 我的我交的税
[01:21:45] 相比于我实际的参与计算的东西
[01:21:48] 我寄存器是省不了的
[01:21:49] 没有寄存器我就没法计算
[01:21:50] 没法执行指令了
[01:21:52] 没有ARU我也就没有办法并行了
[01:21:54] 所以这些电路都是绝对没有办法省的电路
[01:21:57] 然后他把这些绝对没有办法省的电路
[01:22:00] 留着能省的PC抵扣的
[01:22:03] 只放一份
[01:22:04] 他交的税就变少了
[01:22:05] 这样他的税就交的非常非常的呃少
[01:22:08] OK然后这就是呃一个一个这样的
[01:22:13] 基本的叫KA的single instruction
[01:22:16] multiple thread的模型叫单指令多线程
[01:22:19] 比如说我我只有一个PC
[01:22:21] 但是我一次是把把很多个TWORK
[01:22:23] 都往前执行一步的
[01:22:25] 神奇的事情就发生了
[01:22:26] 你看
[01:22:27] 如果说我把这个303132这些t worker
[01:22:32] 参数是303132t worker
[01:22:34] 都放到同一个线程数上
[01:22:37] 然后我single step
[01:22:38] 我假想我现在假想我现在是coda run time
[01:22:40] 我就往前执行一步
[01:22:42] 然后我执行的是什么呢
[01:22:43] 是这个最后写入像素的那一步
[01:22:45] 还记得这里的这里的这个
[01:22:47] 我有一个screen row乘以1920加column
[01:22:50] 然后那每一个你看比如说比如说每一个线程
[01:22:55] 我PC都是相同的
[01:22:56] 我都会执行
[01:22:58] 我先要把肉load到一个寄存器里
[01:23:01] 或者是把肉乘以1920写到一个寄存器里
[01:23:05] 那所有的线程都是执行的是同样的动作
[01:23:08] 但是他写的那个就不一样
[01:23:10] 如果我这里还有一个临时的寄存器
[01:23:12] 比如说是是用来存放这个肉乘以1920的
[01:23:15] OK肉乘1920
[01:23:17] 那是不变的
[01:23:17] 那都是3×1920
[01:23:20] 那这个寄存器就是一样的
[01:23:21] 然后然后我要加上column
[01:23:23] 加上column以后
[01:23:25] 这个计算器就不一样了
[01:23:26] 对于这个来说就是3×1920加零
[01:23:29] 这个就是3×1920加一
[01:23:31] 这就是3×1920加二
[01:23:34] 也就是我们有一个寄存器里面的值就不一样了
[01:23:37] 在一捆线程里面
[01:23:39] 它的寄存器的值就不一样了
[01:23:40] 然后寄存器的值不一样
[01:23:42] 但他们下一步还是执行完全相同的操作
[01:23:44] 都是screen的
[01:23:45] 我算出来的这个下标等于color
[01:23:48] 有意思的事情就发生了
[01:23:50] 我我们的一整个线程数执行的都是同样的指令
[01:23:55] 都是一条store指令
[01:23:57] 在这个线程数上
[01:23:58] 我看到的是这个时候我如果single step
[01:24:00] 它假设我我有一个扩大的模拟器
[01:24:02] 我的single step我执行一条store指令
[01:24:05] 我看到的就是我要store一个三乘
[01:24:08] 以一个1920+0
[01:24:11] 然后我的我要store的值是这个寄存器
[01:24:15] 然后如果我要要同样的连续的1920+1
[01:24:18] 我start的值是这个寄存器
[01:24:20] 你看我生成了一个什么
[01:24:21] 我这一条比如说你的一条ADD指令
[01:24:24] 或者一条move指令
[01:24:25] 那都是在这个寄存器内部的一个操作就OK
[01:24:28] 然后我的SNODE和store
[01:24:30] 令我生成了一个非常非常长的store指令
[01:24:34] 然后这个长的指令是连续的
[01:24:37] 我们的commerr scientist最喜欢就是连续连续
[01:24:40] 就意味着我们可以用好内存控制器的带宽
[01:24:43] 这是你看又回到了我们前面讲的SMD
[01:24:46] 我们可以漏的一个512字节
[01:24:49] A v x512
[01:24:50] 我们在动态流水线里面漏了一个
[01:24:51] 512字节
[01:24:52] 内存到一个YZMM寄存器里
[01:24:55] store一个ZMM寄存器到512的字节
[01:24:59] 然后在这里single instruction multiple thread的时候
[01:25:02] 自然而然的就实现了这个效果
[01:25:04] 我有32个
[01:25:05] 你看啊我可以32×4
[01:25:07] 你看这一个stream
[01:25:09] 这叫一个stream processor
[01:25:11] 叫32×4
[01:25:12] 我就可以一个128bit的
[01:25:14] Store
[01:25:15] 当然我我我可以store更长的
[01:25:16] 因为我这是一个四字节store
[01:25:18] 我只是128B
[01:25:19] 但如果我store是一个比如说呃64位或者三
[01:25:23] 64位的
[01:25:25] 浮点数的话
[01:25:25] 那我其实它乘八它有256
[01:25:27] 一个256bit的这个store
[01:25:30] 这就对于内存控制器来说非常友好
[01:25:31] 但是但是这个计算模型的强大之处在于
[01:25:37] 它在连续内存访问的时候
[01:25:39] 可以获得最佳的性能
[01:25:40] 但哪怕你的内存是不连续的
[01:25:42] 它一样能够照做
[01:25:43] 一样能够照做
[01:25:45] 但这个时候内存就要等内存了
[01:25:47] 我我我内存没有办法连续的写入
[01:25:50] 所以他会先写一部分
[01:25:51] 再写一部分再写一部分
[01:25:52] 这就是这个我们每一个每一个这个street rap
[01:25:57] 就每一个stream processor都有一个
[01:26:00] 那相当于一个内存控制单元
[01:26:01] 它会和内存控制器交互
[01:26:03] 他知道他知道我要写
[01:26:04] 他一次最多写32个
[01:26:06] 地址写什么数据
[01:26:08] 然后他会负责跟内存通信
[01:26:10] 然后把这个执行完
[01:26:12] 非常有趣的一个模型
[01:26:14] 这里有非常多的细节
[01:26:15] 比如说实际在NVIDIA做的时候
[01:26:18] 一个stream multiprocessor
[01:26:21] 它可以管理不止一组32G的线程数
[01:26:25] 然后它可以在多个线程数之间切换
[01:26:28] 因为你有可能的是我的这个store不在cash里
[01:26:32] 就这次比如说我做store
[01:26:33] 这store是一个全局的内存
[01:26:35] 这个要等很长时间
[01:26:36] 那他为了呃降低这个延迟
[01:26:38] 它不是去不是去用动态流水线的方式调度
[01:26:42] 而是他手上还有32个线程
[01:26:45] 他把另外32个线程拿来做
[01:26:46] 另外32线程执行
[01:26:48] 它可能就是从比如说从这些计算开始的
[01:26:50] 从算三从4×1920加零
[01:26:52] 4×1920加一
[01:26:53] 然后然后KDA或者说这样的GPU上的
[01:26:57] 通用GPU上的编编程模型
[01:26:58] 就是这样用海量的线程
[01:27:00] 他鼓励你创建200万个线程
[01:27:02] 然后他通过内部的GPU上面的高效的调度
[01:27:05] 有点编译器的调度
[01:27:06] 有一点点那种VRIWIW的感觉
[01:27:09] 嗯就这些机制都是有一些内在的联系的
[01:27:13] 非常有意思的一个编程模型
[01:27:15] 当然了
[01:27:16] 这也不是没有代价的
[01:27:18] 这就意味着扩大的程序非常难写
[01:27:21] 一旦你写的有一点点不好
[01:27:24] 你的性能就会爆差
[01:27:25] 比如说你你你这样写
[01:27:27] 像我刚才如果roll乘1920加
[01:27:29] column是连续的
[01:27:30] 就如果如果这这一次可以生成一个连续的store
[01:27:34] 你就可以获得最佳的性能
[01:27:36] 但是如果你把它稍微这么改写一下
[01:27:39] 他立马就会得到非常差的性能
[01:27:41] 因为你的内存访问全部不连续了
[01:27:43] 然后你的这个内存控制器要一个一个字
[01:27:46] 一个一个word
[01:27:48] 一个word去去写
[01:27:49] 就要花非常多的
[01:27:50] 非常多的时间
[01:27:52] 以及KDA程序里面的分支
[01:27:55] 是一个非常非常讨厌的
[01:27:57] 就是你想SIMT怎么能实现分支呢
[01:28:01] 你们马上就有一个有一个疑问
[01:28:03] 如果我只有一个program counter
[01:28:05] 我怎么实现分支呢
[01:28:08] 如果if什么a else d答案是我们的coda的C
[01:28:16] 它编译出来的所有的东西
[01:28:18] 都是没有这种二选一分支的
[01:28:22] 他要么就是那种无条件的那种跳转
[01:28:24] 或者或者那种啊
[01:28:26] 循环的这种这种指令
[01:28:27] 而如果你有一个衣服A24B
[01:28:30] 它会为这个衣服算一个条件
[01:28:32] 然后把这个条件放到一个寄存器里
[01:28:35] 这个或者衣服的结果
[01:28:36] 肯定是他要把这个condition放到一个寄存器里
[01:28:38] 然后这个寄存器根据这个寄存器的值
[01:28:41] 我就可以disable1些条件不满足的线程
[01:28:46] 相当于我在这里是disabled
[01:28:47] 因为我知道一这是一副condition
[01:28:49] 所以是not a condition
[01:28:51] 其它要生成一个这样的汇编
[01:28:52] 我会disable
[01:28:53] 所有的肯定是不满足的
[01:28:55] 然后我在这里就会生成一个disable
[01:28:58] 当然它会以线性enable了
[01:29:00] 所有肯定是满足的
[01:29:01] 然后他他依附就没有了
[01:29:03] if for2S就没有了
[01:29:03] 它会变成一个线性的逻辑
[01:29:05] 它会变成一个这样线性的逻辑
[01:29:06] 所以SMT不是没有代价的
[01:29:08] 你你没有办法去写任何的呃程序
[01:29:12] 然后我甚至甚至也也给大家准备了
[01:29:15] 这样的一个minor brought set的啊程序
[01:29:17] 你们有兴趣的同学可以回去
[01:29:19] 在你们有GPU的地方去
[01:29:21] 去实验一下
[01:29:22] 你会发现它会比我们的
[01:29:24] 这个呃CPU的版本要快得多
[01:29:27] 以及我们甚至可以直接阅读
[01:29:30] 你可以让AI来直接阅读这个它为我们生成的
[01:29:33] 这是G运行在GPU上的汇编
[01:29:35] 你看到没有那种EFFEELS的brunch
[01:29:38] If fares the brunch
[01:29:40] 很有趣很有趣
[01:29:41] 你真的可以让AI去帮你解释
[01:29:44] 这个SMT模型发生了什么
