[00:00:00] 上一节课我们讲了文件系统增删改
[01:12:57] 它会挂载一个upper
[01:12:58] 然后挂载一个upper
[01:13:00] 然后底下是上面那层的5bu图22.04
[01:13:03] 然后他现在把这个东西
[01:13:05] 就这一整个呃两层的文件系统放到虚拟机里
[01:13:10] 然后让虚拟机执行那个呃a p d update
[01:13:13] 然后这个a p d update不就写到这个upper里了吗
[01:13:16] 写到这个upper里
[01:13:17] 然后写到upper里面
[01:13:18] 等到虚拟机运行结束了
[01:13:19] 哎它就不是upper了
[01:13:21] 他就是第一层
[01:13:22] 它相当于是run这个APT
[01:13:29] 对以后的这个结果
[01:13:30] 然后他接下来再运行下一个
[01:13:33] 比如说我要装软件a apt get install
[01:13:35] 杠Y它会在这再放一个UER
[01:13:38] 就刚才装执行那个上一条命令的那个APP
[01:13:42] Get update
[01:13:43] 它就会变成一个lower low lower的层
[01:13:46] 然后这层就不会变了
[01:13:48] 然后在这里面它就变成LER
[01:13:50] 它再变成a p t install
[01:13:52] 然后a install完了以后
[01:13:54] 后面你要再执行下一个命令
[01:13:56] 它又变成了
[01:13:57] 它又变成了个layer
[01:13:59] 它就一层一层一层堆上去了
[01:14:01] 一层层堆上去
[01:14:02] 所以如果比如说我发现我忘装了一个软件
[01:14:06] 漏漏漏装那个软件
[01:14:08] 我应该怎么办呢
[01:14:10] 一旦我这个地方改了
[01:14:11] 比如说我这条命令改了
[01:14:13] 我就需要退到上一个命令对应创建出来的layer
[01:14:16] 重新replay执行这条命令
[01:14:18] 所以我这条命令改了以后
[01:14:20] 我要装好多好多包
[01:14:21] 我我如果要
[01:14:23] 我如果改了这个
[01:14:24] 我就需要从这里开始执行所有后面的东西
[01:14:27] 如果我改了这个
[01:14:28] 比如说我把妄图22.04改了
[01:14:31] 我上面所有东西都不对了
[01:14:32] 我都需要从这里开始再replace所有的操作
[01:14:36] 所以如果我想要再装一个包
[01:14:38] 我正确的方式是我在上面再装加一个run
[01:14:41] 我我我再加一个run这个a apt install
[01:14:46] 比如说我忘记装一个什么东西了
[01:14:47] 我在
[01:14:48] 再加一个
[01:14:49] 这样他就可以在这一层上
[01:14:51] 所有底下都是lower
[01:14:52] 然后放上去
[01:14:54] 然后就这样一层一层一层叠了一个
[01:14:56] 又又是这种persistent data structure
[01:14:59] Append only
[01:15:01] 然后在在只有在这个地方是是可变的
[01:15:04] 然后可变完了以后
[01:15:05] 他有他有盘动力
[01:15:06] 然后这个好处就是你的任何一个layer
[01:15:09] 当然实际上你创建的是一个镜像
[01:15:11] 那你你你创建完了以后
[01:15:13] 比如说这个安装完了以后
[01:15:14] 这个layer或者说这个layer加上所有的东西
[01:15:18] 就变成了一个文件系统的快照
[01:15:20] 你就可以在创在这个基础上
[01:15:23] 把所有的底下的这些东西全部当成是lower的
[01:15:27] 然后你再再创建一个新的目录作为upper
[01:15:31] 你就得到了一个虚拟机
[01:15:33] 你可以创建好多个upper目录同时运行
[01:15:38] 但是他们共享一个lower
[01:15:40] 这就是容器
[01:15:41] ok docker的东西没有没有什么神奇的
[01:15:44] 确实没有什么神奇的
[01:15:46] 就是你想要在覆盖
[01:15:48] 你有一个动机是说
[01:15:50] 我希望看到的目录可以是拼凑出来的
[01:15:53] 能够做到的事情
[01:15:56] 这个例子
[01:15:56] 你明显的已经感觉到
[01:15:58] 我们已经开始做一些非常规的操作了
[01:16:01] 在在前面
[01:16:02] 不管我们说是用i notify还是说做快照
[01:16:05] 这些都是可以用CRUD来实现的
[01:16:09] 本质上它都可以用增删改查来实现
[01:16:12] 快照你就把它拷贝一份
[01:16:13] 然后你你的那个notify
[01:16:15] 你可以用用这个便利的方式来实现
[01:16:18] 但是OVERLASH不能不能用增删改查来实现
[01:16:21] 它其实改变了文件系统的语义
[01:16:24] 你把两个目录合并合并是一个新的语义的操作
[01:16:27] 所以你再往后想一步
[01:16:29] 文件系统就是一个数据结构
[01:16:31] 我们早就学过数据结构了
[01:16:33] 数据结构你是可以随便实现的
[01:16:35] 没有人规定数据结构一定要按照这个方式实现
[01:16:38] 所以为什么我不能直接写一个FS点C
[01:16:42] 我来实现一个文件系统
[01:16:43] 这杠pro就是内核里面的一个文件系统
[01:16:47] 所有的比如说他的
[01:16:48] Get the entries
[01:16:49] 六四的系统调用是他自己提供的
[01:16:51] 所以他就可以有些目录
[01:16:53] 你就是能CD进去
[01:16:54] 但是你LS看不到
[01:16:56] 这个行为是由文件系统的实现确定的
[01:16:59] 所以我就应该能够直接写一个FS
[01:17:03] 点C来实现文件系统
[01:17:04] 而你能想到的事情你就一定能做到
[01:17:07] 而最简单的方式
[01:17:08] 当然你可以在内核里面再实现
[01:17:10] 你实现一个内核模块
[01:17:11] 然后把这个内核模块装到内核里
[01:17:13] 然后这个内核就可以实现文件系统了
[01:17:14] 实际上还有更通用的办法叫fire system in user space
[01:17:19] 你的操作系统内核会把look up read write
[01:17:21] 这些转发到field driver
[01:17:23] 你所要做的所有的事情
[01:17:25] 就是实现一个这样的结构体
[01:17:28] 你去读这个手册
[01:17:29] 我先我不确定我的网络能不能打开它
[01:17:32] Extract or fuse operations
[01:17:34] 比如说读写打开目录
[01:17:36] 便利目录
[01:17:37] 甚至还有就你这个结构体里面有一个这个set
[01:17:41] Extended tribute
[01:17:42] fuse是支持这个extended tribute的
[01:17:45] 它是一个UNIX兼容的呃文件系统
[01:17:48] 然后从此以后
[01:17:49] 这个文件系统就再也不是一个CRUD
[01:17:51] 你你可以用它来实现
[01:17:52] 也可以用这个东西来实现overlay的语义
[01:17:55] 或者说你可以实现一个任何的文件系统
[01:17:57] 它背后没有任何的文件
[01:17:58] 但是你可以虚构出一个目录数来
[01:18:01] 然后每一个目录和文件的读写
[01:18:03] 都是由你自己自己来来决定的
[01:18:06] 你甚至可以直接在windows上面实现一个呃pro
[01:18:10] 理论上说没有
[01:18:11] 没有没有任何问题对
[01:18:13] 然后我这里给大家带来了一个呃我的例子
[01:18:17] 例子还记得那个gal game吗
[01:18:20] gal game是一个比较令人印象深刻的例子
[01:18:23] 我做了一个gal game文件系统叫GGFS
[01:18:30] 我就用了FS
[01:18:31] 比如说我用了fuse version的26
[01:18:35] 我来找一下这个feels operations
[01:18:38] 对我只要实现一个这样的struct fs operations
[01:18:43] 比如说open是什么
[01:18:44] read是什么
[01:18:46] 窗口
[01:18:46] 比如说REDI啊
[01:18:48] 我只要直实现这个read di
[01:18:50] 我我想要给他什么文件
[01:18:52] 就给他什么文件
[01:18:53] 然后他问我要文件的时候
[01:18:54] 我想要给他什么数据
[01:18:55] 就是什么
[01:18:56] 数据是由完全是由我的
[01:18:58] 我的文件系统的实现来提供的
[01:19:01] 就是代码代码是turn complete
[01:19:02] 所以理论上说你可以做任何事好
[01:19:04] 它的效果是什么呢
[01:19:06] 这次就不再是我建了一大堆呃虚拟链接了
[01:19:10] 好现在现在的GGFS是空的
[01:19:13] 他们下的GGFS好
[01:19:15] 我现在可以make use use好
[01:19:18] 我就进入了这个gal game的模式
[01:19:20] 我这时候可以进入一个temp下的GGFS
[01:19:24] 然后如果我查看mount的话
[01:19:27] 你会看到有一个gao game fs
[01:19:29] mount挂载到了杠TMP下的GGFS
[01:19:33] 所以这个时候我的这个目录
[01:19:35] 你看这个目录里面已经有文件了
[01:19:37] 这个文件完全是我虚拟出来的
[01:19:39] 它没有一个实际上对应的磁盘上的文件的数据
[01:19:42] 我的所有的行为
[01:19:43] 比如说我可以cat这个文件
[01:19:44] 我可以把这个文件的
[01:19:46] 我打开什么
[01:19:46] 它会返回这个原样的数值
[01:19:48] 这是由程序生成的
[01:19:50] 所以理论上说它可以返回一个随机数给我
[01:19:52] 什么都是可以的
[01:19:53] 然后我还有一个行为是
[01:19:54] 比如说我我往往一个文件里面写入任何的数据
[01:19:58] 我的文件系统的内部的状态就会感知到这一点
[01:20:01] 然后这个GALGAME就启动了
[01:20:04] 然后你看目录就变了
[01:20:06] 然后我可以只要往任何一个文件里面写入数据
[01:20:10] 所以写入数据也就是调用了
[01:20:12] 回调了我的那个FS实现里面的一个呃API
[01:20:16] 然后这样他就可以做任何的计算
[01:20:18] 所以它可以驱动这个高game的运行
[01:20:21] OK好
[01:20:23] 这是fuse
[01:20:24] 然后你可以用fuse做几乎任何事情
[01:20:26] 而且疯狂的事情人类已经干了很多了
[01:20:29] 比如说你可以把一个远程的SSH的目录
[01:20:31] 变成一个本地的目录
[01:20:33] 就映射到本地
[01:20:34] 因为你是fuse
[01:20:35] 所以你你你只要只要把所有
[01:20:38] 只要把所有的那个目录的操作
[01:20:39] 代理到那个地方的目录操作就行了是吧
[01:20:42] 我可以把一个远程的git仓库
[01:20:43] 变成一个本地的目录
[01:20:45] 甚至有一个dB fs
[01:20:46] 我可以用数据库来存储文件系统
[01:20:50] 比如说有些文件系统
[01:20:50] 比如你的fat文件系统是不安全的
[01:20:52] 它是不
[01:20:53] 没有就崩溃的时候可能会不一致的
[01:20:56] 但是数据库它可能是这确实是做到了一致的
[01:20:58] 比如他用了判断物理的方式实现的哈
[01:21:01] 那我可以在这个上面用FS
[01:21:02] 实现一个数据库的文件一个
[01:21:05] 比如fire system点DB
[01:21:07] 然后我用一个SQL light这样的数据库的引擎
[01:21:10] 来把数据
[01:21:12] 把你的文件系统保存在数据库里
[01:21:14] 然后你的文件系统操作全部改写成sq的查询
[01:21:17] 这都是可以的
[01:21:18] 然后甚至你可以反过来干这件事
[01:21:20] 这是个很有意思的项目
[01:21:21] 叫叫FF
[01:21:23] 但是你其实你们也是马上就能想想到了
[01:21:26] 你你可以把一个不是文件系统的东西叫高game
[01:21:28] 刚才我说gala game可以一个
[01:21:30] 这是不是一个文件系统的东西
[01:21:31] 我就可以把一个不是文件系统的东西
[01:21:34] 也挂载到文件系统里
[01:21:36] 比如说它可以它可以把一个JSON文件
[01:21:39] 比如说一个key value
[01:21:40] 我就可以把key变成目录
[01:21:44] 然后value变成目录里面那个value点TXT
[01:21:47] 然后我写入那个value点TXT
[01:21:49] 我就可以更新那个JSON
[01:21:51] 你每次读那个JSON的时候
[01:21:52] 你会读到那个更最新版的
[01:21:54] up to date的那个serialized version
[01:21:57] 就你可以把一个不是文件的系统的东西
[01:22:01] 挂载成一个文件系统
[01:22:02] 然后你可以实现任何非常规的文件系统操作
[01:22:05] 就像pro一样
[01:22:06] 你可以把一个一个什么样的学习资料
[01:22:08] 真正隐藏起来
[01:22:09] 你在就你让这个gai entry64RADIR性能用
[01:22:13] 看不到这个文件
[01:22:14] 但是你可以CD进去
[01:22:15] 这时候只有你知道那个名字
[01:22:17] 你才能CD进去
[01:22:17] 没有任何人能CD进去
[01:22:19] 一个搞game的文件系统
[01:22:21] 所以这是一个everything is sofire
[01:22:23] 的一个终极的实现
[01:22:25] 所以我觉得很有意思
[01:22:26] 你看呃我们说文件系统是一个数据结构
[01:22:29] 就这一句话
[01:22:30] 然后你从增删改查开始
[01:22:32] 你只要有想象力
[01:22:35] 借助操作系统机制
[01:22:36] 你就可以做任何事情
