[00:00:00] 今天我们继续讲并发编程里面的呃同步
[01:16:14] 就它它依然不能通过这个condition的检查
[01:16:17] 进入到后面
[01:16:18] 但是造成的非常大的麻烦
[01:16:20] 是有一个微操作就被吃掉了
[01:16:24] 吃掉以后后面就会少唤醒一个线程
[01:16:26] 然后整个这个系统的实现就呃就错掉了
[01:16:29] 所以你一个看起来符合逻辑
[01:16:32] 确实也符合逻辑的实现
[01:16:34] 因为我们的条件变量要做的就是释放锁
[01:16:36] 然后再进入睡眠状态
[01:16:38] 那我也是一个UNLOGY
[01:16:39] 一个P
[01:16:40] 但是这个实现在并发意义上其实是不对的
[01:16:43] 所以又回到我
[01:16:44] 我第一次课
[01:16:44] 我不是为了让大家理解
[01:16:45] 你没有没有听明白我说的是什么
[01:16:47] 这很正常
[01:16:47] 也不要紧
[01:16:48] 并发就是很绕
[01:16:49] 你们知道的是
[01:16:51] 我第一节课讲并发的时候
[01:16:53] 就说让你排列县城里面
[01:16:55] 事件的顺序是一个np complete problem
[01:16:57] 也就是说你永远不知道你要付出多少算力
[01:16:59] 你才能真正知道那个corner case到底是多少
[01:17:02] 一个一个并发的算法到底是对还是不对
[01:17:05] 你唯一的办法就是试过所有的可能性
[01:17:08] 那既然现在世界上有一种
[01:17:10] 不需要让你试过所有可能性的呃方法
[01:17:14] 就是条件变量这种万能的同步方法
[01:17:16] 那你为什么不先用它呢
[01:17:18] 先用它
[01:17:18] 然后这里根本的困难就是这两个操作
[01:17:21] 这两个操作
[01:17:22] 一个是release
[01:17:23] 一个是sleep
[01:17:25] 你是想要用用P操作来实现sleep
[01:17:28] 就相当于等一把钥匙来实现sleep
[01:17:31] 但是呃因为中间可能有延迟
[01:17:35] 这个事情就坏掉了
[01:17:36] 呃所以所以如果要解决这个问题
[01:17:39] 或者说操作系统上面
[01:17:39] 要实现这个条件变量的时候
[01:17:41] 它会用FTEXT来把它做成一个原子操作
[01:17:44] 用一个啊原子操作来呃来解决这个问题
[01:17:48] 没关系
[01:17:49] 你不需要知道这个底层的
[01:17:51] 底层的细节好
[01:17:53] 这就意味着我们不应该用信号量来实现
[01:17:56] 比如说像哲学家吃饭啊这样的问题吗
[01:17:59] 也不绝对
[01:18:00] 我们还有一种方法可以把理论上说
[01:18:03] 可以把任何的同步问题都变成生产者消费者
[01:18:10] 怎么把任何的同步问题都变成生产者消费者呢
[01:18:13] 在现实世界拟人的意义上
[01:18:16] 就是为哲学家引入一个waiter
[01:18:19] 有一引入一个服务员
[01:18:21] 一个服务员的线程
[01:18:23] 然后好这个服务员的线程
[01:18:24] 它相当于他来管这个全局的同步条件
[01:18:28] 他知道谁有哪些叉子
[01:18:31] 或者说他就把所有的叉子
[01:18:33] 五把叉子都放在自己手上
[01:18:36] 所有的差子在他自己手上
[01:18:38] 你你只要禁止我们每一个线程
[01:18:41] 直接去访问那个全局的状态
[01:18:44] 并发控制就完成了
[01:18:45] 所以这其实是另外一种并发控制的方式
[01:18:48] 不要就是不要让你们每一个线程去self organize
[01:18:52] 去ADD hook的
[01:18:53] 去去自以自组织的方式
[01:18:55] 每一个人就相当于我们所有人
[01:18:57] 先商量好一个协议
[01:18:58] 你先拿左手再拿右手
[01:19:00] 但是对不起
[01:19:00] 如果你左手编号比右手大的
[01:19:02] 你先拿右手再拿左手
[01:19:03] 你你是说我们商量出一个这样的PROTOCO来
[01:19:07] 来每一个人不管不顾其他人
[01:19:10] 也不用看全局状态
[01:19:11] 就可以实现这样的同步
[01:19:12] 但这是没有必要的
[01:19:13] 也没有在绝大部分时候的性能
[01:19:15] 也不会有绝对损失的
[01:19:17] 你引入一个全局的管理者
[01:19:19] 你可以叫他waiter
[01:19:20] 他他手上有五把叉子
[01:19:22] 那每当有任何一个呃任何一个县城
[01:19:26] 比如说t t philosopher
[01:19:28] 有一个哲学家想要吃饭的时候
[01:19:30] 他他就会给waiter sn了一个消息
[01:19:34] 发一个消息说哎我想吃饭了
[01:19:37] 所以waiter他就是一个while循环
[01:19:40] 他去从buffer里面
[01:19:41] 你看消息队列是可以用buffer来实现的
[01:19:45] 所谓sin呢
[01:19:46] 就是往往这个buffer里面放一个放一个球
[01:19:48] 然后呃所谓的receive
[01:19:50] 就是从这个buffer里面取一个球
[01:19:52] 所以这就是金标准的生产者
[01:19:53] 消费者问题
[01:19:54] 我是p m t v fl
[01:19:55] PFOVMT这样对称的过程好
[01:19:59] 那我如果要吃饭了
[01:20:00] 我就给哲学家呃的管理者发一条消息
[01:20:04] 然后消息以后
[01:20:06] 我们的服务员他手上有所有叉子的控制权
[01:20:11] 所以他知道他左手和右手的叉子
[01:20:15] 是不是都在
[01:20:17] 比如说我我现在我现在
[01:20:18] 甚至我我不是这两把叉子
[01:20:20] 我现在我说我想要的是编号为431的叉子
[01:20:25] 你能不能给我服务员看一下
[01:20:27] 134都有好
[01:20:29] 134都有那行好
[01:20:30] 他就从自己的内存里面
[01:20:33] 甚至不是全局的一个内存
[01:20:34] 它是它自己的一个内存里面把134给去掉
[01:20:37] 然后告诉他OK好
[01:20:40] 这个OK就可以用PV操作来实现了
[01:20:43] 一个在这里V相当于是release
[01:20:46] 然后这里有一个P它是相当于是一个块
[01:20:50] 我先把这个消息发给服务员
[01:20:52] 然后我再等服务员把叉子给我
[01:20:55] 我就可以继续了
[01:20:56] 然后我做完以后
[01:20:57] 我再发一个消息说
[01:20:58] 我我要把这个叉子还回来给你
[01:21:00] 这样就可以实现同步了
[01:21:02] 还是可以用信号量
[01:21:04] 但是你的用法不是去ADD hook的
[01:21:07] 自己实现一个协议
[01:21:09] 而是由一个服务员来管理现在全局的
[01:21:13] 全局的状态
[01:21:14] 然后这样就从这种你需要去考虑指数
[01:21:18] 多个可能的调度变成诶
[01:21:22] 我服务员的逻辑是简单的
[01:21:25] 它是串行的
[01:21:26] 他把所有的sand都排好队
[01:21:30] 排好队
[01:21:31] 这个每次都可以拿出来一个
[01:21:33] 每次都可以拿出来一个
[01:21:34] 可以按照特定的一个固定的顺序来处理的时候
[01:21:38] 它不并行
[01:21:39] 没有并发
[01:21:40] 这个逻辑就很简单了
[01:21:42] 是个串行的waiter
[01:21:43] 你谁谁大家都会实现的
[01:21:44] 你只要看哦它的差子有没有就行了
[01:21:47] 而且这还有一个额外的好处
[01:21:50] 我的waiter一个调度器
[01:21:53] 可以实现各种各样的策略
[01:21:56] 可以做公平性
[01:21:58] 可以做load balancing
[01:22:00] 你就这样想
[01:22:01] 如果啊如果呃如果在刚才的那个例子里
[01:22:05] 有一个县城
[01:22:06] 他被绑在大河上
[01:22:08] 然后那个河特别快
[01:22:09] 那他就会比别人更容易抢到这个叉子
[01:22:14] 然后在小河上面的那些被
[01:22:16] 比如说被操系统调度到小和尚的县城
[01:22:19] 它他就就跑得比大和慢
[01:22:21] 他他就比拿到这个叉子吃饭的这个概率就要低
[01:22:26] 但是我们如果有一个waiter的话
[01:22:29] 我们可以在waiter里面记录
[01:22:31] 比如说我是什么时间点收到谁的消息的
[01:22:34] 然后我可以故意比如说我我知道我
[01:22:37] 我我之前给这个一号哲学A哲学家发叉子
[01:22:41] 发的太多了
[01:22:42] 我就说
[01:22:42] 我我就要延迟给你十微10ms以后再给你
[01:22:46] 我在这未来的10ms里
[01:22:48] 我就不响应你的请求了
[01:22:49] 那他就会延迟延迟延迟延迟
[01:22:52] 所以你看到在一个集中的调度器上面
[01:22:54] 我们是可以实现各种各样的
[01:22:56] 你第一人类可以理解
[01:22:58] 第二这个策略从全局意义上是有益的
[01:23:02] 你可以保证公平性
[01:23:03] 你你甚至是你可以选
[01:23:04] 如果在一小段时间里面
[01:23:07] 比如说你可以尽可能的让大家公平地获得
[01:23:09] 获得茶座
[01:23:10] 获得吃饭的机会
[01:23:11] 甚至它还可以记录每一个哲学家吃饭的时间
[01:23:13] 让呃这个每个哲学家有公平的吃饭的时间
[01:23:17] 这都是有可能的
[01:23:19] 因为他是全局的一个记录者
[01:23:21] 他拥有信息
[01:23:22] 他有信息
[01:23:23] 他就可以做策略
[01:23:24] 所以这也是一个非常推荐的模式
[01:23:26] 这也是为什么我觉得呃我们说生产者
[01:23:28] 消费者是一个非常重要的模型
[01:23:30] 因为呃你你有生产者消费者
[01:23:32] 你就可以实现这样的
[01:23:35] 一个呃waiter thread
[01:23:37] 然后呃他可以可以去去管管理所有的哲学家
[01:23:43] 看起来这个事情性能很低
[01:23:44] 因为你们总有一种感觉
[01:23:46] 哎呀并行是好的
[01:23:48] 并发是好的
[01:23:49] 因为我多处理器上每一个线程它都在
[01:23:51] 都都在运行
[01:23:52] 但是但是只要你的这个调度线程的效率
[01:23:57] 实现得足够高
[01:23:58] 因为绝大部分时候
[01:23:59] 你比如说你要要决定我能不能把差子分配给你
[01:24:02] 这就你只需要一个HASHTABLE
[01:24:05] 或者一个呃数据结构的判断
[01:24:07] 那这样的一个数据结构的判断
[01:24:09] 可能也就几纳秒的时间
[01:24:10] 它就完成了
[01:24:11] 而且时间复杂度很有可能是O1的
[01:24:14] 但只只要你的问题分解的足够
[01:24:17] 好像你你每一次哲学家要吃饭
[01:24:19] 就要几秒钟或者几10ms的时间
[01:24:21] 那么几纳秒相对于几10ms来说
[01:24:23] 它就是一个
[01:24:24] 相对来说比较可以忽略不计的呃办法
[01:24:28] 然后你你你也可能会有一个疑问
[01:24:30] 比如说哎
[01:24:30] 我现在有一个128和250
[01:24:32] 六核的处理器
[01:24:33] 然一百二十八二百五十六核处理器的时候
[01:24:36] 这些呃请求可能每一比如说一个web服务器
[01:24:39] 它每一个请求可能就十几毫秒
[01:24:41] 那聚少成多
[01:24:42] 如果你一秒钟有几万个请求过来
[01:24:44] 你你放到一个这个呃waiter线程上
[01:24:48] 它可能就可能造成显著的延迟
[01:24:50] 这也没问题
[01:24:52] 你可以放做两个waiter
[01:24:55] 你可以把一半的CPU绑到一个waiter上
[01:24:57] 另一半CPU绑到另一个waiter上
[01:24:59] 你你总是有一些好的呃方法
[01:25:02] 可以让你的延在你管理复杂性的同时
[01:25:05] 又可以把延迟降到足够低
[01:25:07] 嗯这就是我觉得我们做system的时候的一个智慧
[01:25:10] 但我们先不考虑
[01:25:12] 先不是考虑这些算法上面啊有多漂亮
[01:25:15] 而是而是我们先要解决问题
[01:25:16] 然后在解决问题的时候再知道
[01:25:18] 比如说你你真的性能有问题了
[01:25:19] 我们再解决这个性能问题
[01:25:21] 我们自己的经验
[01:25:22] 就是这些这些问题总是能总是有办法解决的
[01:25:25] 只要为任务分解的好
[01:25:27] 你对性能的损失就基本上是可以
[01:25:30] 忽略不计的
[01:25:30] 这个就是我今天要讲的
[01:25:33] 信号量从一个非常奇妙的想法
[01:25:35] 我们能不能在一个县城上面release
[01:25:39] 在另外一个线程上快
[01:25:41] 然后在main函数里面
[01:25:42] main里面先把所有的这个玩具都没收了
[01:25:45] 先没收了
[01:25:46] 然后呃然后我们就发明了信号量
[01:25:48] 信号量确实是一个很好用的
[01:25:51] 同步工具
