[00:00:00] 啊今天我们来讲一讲大家很熟悉的
[01:20:59] 在UNIX的share看来它都是一个表达式或者是一个程序
[01:21:03] 然后他会把这个程序解释执行了
[01:21:05] 然后这个程序呃这个编程语言
[01:21:09] share呃shell是一个是一个编程语言
[01:21:12] 它是一个基于文本替换的极简编程语言
[01:21:15] 它的设计和C1什么都都完全不一样
[01:21:17] 它甚至连整数都没有
[01:21:20] 它连整数都没有
[01:21:21] 你可以想象一个编程语言没有数据类型
[01:21:26] 如果我要实现一个1+2
[01:21:28] 在早期unit x
[01:21:29] 当然你你现在比如说啊对
[01:21:32] 你在大师里面可以用一个像呃dollar12这样的表达式去去计算
[01:21:37] 这可能是是整个编程语言的一部分
[01:21:39] 但是在最早期的shell里面
[01:21:41] 你甚至就他没有整数
[01:21:43] 如果你要算加法怎么办呢
[01:21:46] 你先要把加两个要加的数字变成字符串
[01:21:49] 然后比如说这句你可以调用一个外部的命令
[01:21:52] 注意这是一个进程
[01:21:55] 这叫expression
[01:21:57] 这个expression可以从命令行参数里面收到一个表达式
[01:22:02] 比如说expression12
[01:22:05] 他会告诉你三
[01:22:06] 然后如果你是这样的
[01:22:09] 1+2的话
[01:22:10] 他不会算出来的
[01:22:11] 因为这是字符串
[01:22:12] 它不是一个
[01:22:13] 它不是一个编程语言
[01:22:14] 注意注意
[01:22:14] 这不是一个语言的解析器
[01:22:16] 是这样一像你可以在几十行100行的代码里面就可以实现一个expression
[01:22:21] 最早的时候这是一个就非常典型的unique unix philosophy
[01:22:25] 这你会感觉虽然是1+2
[01:22:27] 他会给你用这个
[01:22:29] 而是对你必须用空格
[01:22:31] 因为只有空格的时候
[01:22:32] 它才会把一加和二分成三个字符串
[01:22:37] 放到二个V里
[01:22:38] 它匹配的是二个V的
[01:22:40] 第二个它匹配的是第二个V的第二个字符串
[01:22:43] 然后如果第二个字符串是一个加号的话
[01:22:45] 他要做什么
[01:22:47] 呃如果一小于等于二的话
[01:22:49] 你看它好的
[01:22:51] OK对我得这样对
[01:22:52] 那一小于等于二
[01:22:54] 它它也会也会给你一个呃正确的
[01:22:57] 正确的结果就是这样的一个基于文本替换的编程语言
[01:23:02] 只有字符串类型
[01:23:04] 然后它这样的编程语言做的是
[01:23:07] 把你的任何一条命令都翻译成一组系统调用的序列
[01:23:12] 它是一个从命令到操作系统
[01:23:15] 因为超系统无非就是启动进程
[01:23:17] 打开文件
[01:23:19] 这些这些最常用的你需要把工具连起来完成
[01:23:23] 比如说要你真的想要做一个表格
[01:23:26] 或者要打印一个东西
[01:23:27] 或者要转换一个格式
[01:23:28] 那它最终需要转换成像进程管理
[01:23:32] fork e s c CV e位置PID
[01:23:34] 然后像这个管道
[01:23:36] pipe这样的系统能用
[01:23:37] 还有文件描述符的腾挪
[01:23:38] 然后它这个编程员语法的成分里面
[01:23:41] 就就呃呃也是围绕这个思路来设计的
[01:23:45] 它可以支持的语法有
[01:23:47] 预处理预编译
[01:23:50] 你们在C里面可以呃呃可以用仅define define一个字面意义上的常量
[01:23:58] 所以你可以任意拼接字符串
[01:24:00] 你可以用define define一个
[01:24:02] 就你光看那个define的东西是不合法的
[01:24:04] 你可以define一个在C里
[01:24:08] 你可以可以define一个什么X是一个什么括号逗号括号
[01:24:11] 然后你可以写一个什么括号X括号
[01:24:13] 这样
[01:24:15] 然后他就会变被替换成
[01:24:19] 这这在这在这个C里面是允许的
[01:24:23] 就是你可以你可以你可以define一个不合法的表达式
[01:24:27] 但是它预编译器做的是文本的字面意义上的呃替换
[01:24:33] 然后share和和C是一脉相承的
[01:24:36] 他也是做这样的文本的替换
[01:24:38] 你可以把把用DOTA括号把一个程序的结果
[01:24:42] 把dollar
[01:24:44] 一个程序的结果直接以字符串的形式贴进来
[01:24:47] 然后甚至也可以把一个呃文件
[01:24:51] 一个一个一个结果包装成一个文件描述符
[01:24:54] 然后把这个文件描述符的路径贴贴进来
[01:24:56] 这个这个非常有用
[01:24:58] 这个这个非常有用
[01:24:59] 比如说你可以呃呃比如说你有一些有一些
[01:25:07] 有一些数据是动态生成的
[01:25:09] 就比如说IO1
[01:25:10] 或者你从比如说网络上面拉回来的
[01:25:12] 然后你你没有办法很容易的把它保存成一个文件
[01:25:16] 除非你就再要再执行一个命令
[01:25:18] 那你就可以用它
[01:25:23] 你可以用它生成一个路径
[01:25:26] 然后它生成一个路径以后
[01:25:28] 你读这个路径
[01:25:30] 比如说你我用cat读
[01:25:32] 你读这个路径
[01:25:33] 你就可以呃把这个文件内容读出来
[01:25:36] 所以这句话会生成一个这样的字符串
[01:25:39] 向D1为杠FD下的六三
[01:25:41] 然后如果你把这个嗯第一为杠FD63的这个文件读出来
[01:25:46] 你就会得到我这里面这个里面的所有的所有的输出
[01:25:50] 那这个干什么有用呢
[01:25:52] 你可以做DF
[01:25:55] 你可以去我两个网页上面爬两个数据来
[01:25:58] 然后你可以直接做DF
[01:25:59] 然后他会给你一个DF对
[01:26:02] 因为有的有的工具它必须支持
[01:26:04] 必须输入文件
[01:26:06] 像DF它需要两个文件
[01:26:08] 它就没有办法把两个文件都放到标准输入里
[01:26:10] 这也是UNIX设计的一个缺陷
[01:26:12] 我觉得某种意义上是一个缺陷
[01:26:14] 但反正他都被各种各样的有意思的workaround给呃给解决掉了
[01:26:19] 大家支持预处理重定向
[01:26:22] 重定向所谓的重定向就是你你把文件描述符换一个位置嘛
[01:26:27] 因为EXECVE的时候会继承进程的
[01:26:31] 父进程的文件描述符
[01:26:32] 所以我父进程在
[01:26:33] 再比如说我要执行一个我我比如说我附近只要执行一个点杠一点out
[01:26:39] 比如我shell想到A点TXT
[01:26:41] 我想要执行这样的一条命令的时候
[01:26:43] 那我只需要我先fork自己
[01:26:45] fork1份
[01:26:46] 我先fork1份folk
[01:26:47] 完了以后
[01:26:48] 我我我把编号为一的文件描述符替换成指向A点TXT的文件描述符
[01:26:55] 然后执行EXECVE
[01:26:56] 然后呢我的ESCV完了以后
[01:26:58] 我我不管ESEV的是什么
[01:27:01] 我可以是一个很长很长的很长很长的一个命令
[01:27:04] 然后这个命令值但凡他往编号为一的文件描述符里面写写数据
[01:27:10] 他就会写到A点TXT
[01:27:11] 所以这都是呃都是通过翻译
[01:27:16] 把把一个命令翻译成系统调用啊来实现的
[01:27:20] 我可以我可以重定向
[01:27:22] 标准输出
[01:27:23] 用一个一个这个箭头
[01:27:26] 一个小一个大于号
[01:27:28] 然后用一个小于号可以重定向标准输入
[01:27:30] 我可以把一个文件丢给丢给我的
[01:27:33] 一个程序做输入
[01:27:34] 也可以把把标准错误输出
[01:27:36] 可以用用这个奇怪的语法
[01:27:38] 很很难受的语法
[01:27:41] 重定向到呃DEV那
[01:27:44] 以及我们的程序也是支持就share也是支持控制流的
[01:27:47] 我可以在命令运行完一
[01:27:50] 运行完以后运行命令二也可以这样短路
[01:27:54] 求值好
[01:27:55] 这是什么意思呢
[01:27:57] and在and
[01:28:00] and在C语言里
[01:28:01] 如果左边的如果左边这个值是false或者是零
[01:28:07] 他就不算右边了
[01:28:10] 因为零和任何东西按的都是零
[01:28:12] 而all是类似的
[01:28:14] 如果左边如果左边已经是一
[01:28:17] 它就就如果左边已经是true
[01:28:21] 它就不用呃不用算右边了
[01:28:24] 所以你们经常呃可以看到大家这样写
[01:28:30] 比如说比如S
[01:28:38] 如果左边是成功的
[01:28:40] 我就会执行右边的
[01:28:41] 但如果我左边是失败的
[01:28:44] 我我就不会执行
[01:28:48] 所以这样我就可以说如果左边成功了
[01:28:50] 我执行右边的
[01:28:51] 这是and
[01:28:51] 然后如果我要执行一个
[01:28:53] 比如说呃啊啧啧
[01:28:56] 如果我想要在失败的时候做另一件事
[01:28:58] 你们经常会有吗
[01:28:59] 如果我尝试掉
[01:29:01] 尝试这个工具能不能用
[01:29:03] 如果这个工具能用
[01:29:04] 我就结束
[01:29:05] 如果不能用
[01:29:06] 我就再试下一个工具
[01:29:07] 再试下一个工具
[01:29:08] 直到最后能用为止
[01:29:10] 啊啊fish
[01:29:12] 费fish就是不标准
[01:29:14] 所以呃刹车虽然好用
[01:29:17] 但是但是呃就会使我翻车
[01:29:20] 我也在办事也没有问题
[01:29:21] 你呃在标准的unix share里面
[01:29:24] 你可以写出这样的
[01:29:26] 如果失败了
[01:29:28] 那我就要再执行下
[01:29:29] 下一个
[01:29:31] 所以这也是为什么为什么你们在写脚本的时候
[01:29:34] 尤其是看别人脚本的时候
[01:29:35] 你们那个脚本头上面的一般都是杠并杠bash或者杠B杠SH
[01:29:40] 他不会用fish作为那个脚本的解释器
[01:29:42] 因为但它不是特别的标准
[01:29:44] 然后以及管道上一节课我们讲的
[01:29:46] 我们可以通过呃tape系统呢用创建出两个文件描述符
[01:29:51] 一个指向管道的堵口
[01:29:52] 一个转指向管道的斜口
[01:29:54] 然后这两个文件描述符在fork以后也是继承的
[01:29:57] 这样我就分别把一个进程的读口关掉
[01:29:59] 一个进程的写口关掉
[01:30:00] 然后腾挪一下文件描述符
[01:30:01] 我就可以实现把一个程序的输出接给另外一个程序
[01:30:05] 呃呃做输入
[01:30:07] 所以就像就像是像是这样的
[01:30:10] 但你会觉得这段代码确实写的很不优雅
[01:30:13] 你你会说有一个呃输入的FD
[01:30:16] 一个输出的FD
[01:30:17] 然后你要fork
[01:30:18] 然后你会到处腾挪
[01:30:20] 到处腾挪
[01:30:21] 这已经是写的比较好的
[01:30:23] 对这已经是写的比较比较好的好的代码了
[01:30:26] 但是依然会觉得呃有点难受好
[01:30:32] 然后我今天啊今天有一件很重要的事情要要要告诉大家
[01:30:38] 虽然啊虽然AI时代好像学什么东西都不容易了
[01:30:42] 都容易了
[01:30:43] 都不困难了
[01:30:45] 但是学什么就成了一个你们的老大难问题
[01:30:51] 你们会进入一个虚无的状态
[01:30:53] 什么东西都能学
[01:30:54] 那好像什么东西都都都不用学了
[01:30:56] 然后我每年在操系统课的时候
[01:30:58] 我都会给大家推荐这个呃man shell
[01:31:01] 这个叫come on line interpreter
[01:31:03] 呃刚才我因为我讲的时候
[01:31:06] 我给大家讲的很快
[01:31:08] 有很多细节你可能可能没有跟上
[01:31:11] 以及这里面其实有很多我没有
[01:31:14] 我都没有办法讲到的宝藏
[01:31:17] 比如说刚才我讲的重定向
[01:31:19] 我可以把一个文件重定向给另外
[01:31:22] 呃把一个程序输出重定向到一个文件里
[01:31:25] 但如果你想要追加写入呢
[01:31:27] 在这里有你可以用append standard up to find
[01:31:33] 然后你可以二你可以二把二编号为二的
[01:31:37] s CD error
[01:31:39] 判得到一个fire i
[01:31:40] 然后这里有无穷多的宝藏
[01:31:43] 那为什么我们需在在这个时代
[01:31:46] 在AI的时代还需要还需要去便利这个文档呢
[01:31:51] 我其实非常建议大家呃去推荐大家
[01:31:55] 比如说这这堂课我讲的其实是教科书上没有的
[01:31:58] 没有东西
[01:31:59] 终端job control
[01:32:01] 呃unix shell
[01:32:02] 但你们可以做的是直接把这个手册
[01:32:09] 啊这是这是把手册直接打印出来
[01:32:12] 直接打印出来
[01:32:13] 不是以一个分屏
[01:32:14] 就在命令行里
[01:32:15] 我交互式的
[01:32:16] 而是一个非交互式的
[01:32:17] 直接把这个手册打印出来
[01:32:18] 然后我可以直接把这个手册打印出来以后
[01:32:20] 如果我比如说我给一个呃管道
[01:32:23] 给一个WM的话
[01:32:23] 哎我就可以可以看到
[01:32:25] 手册确实就是就是长这样的
[01:32:27] 然后我强烈建议大家把他管道给一个AI agent
[01:32:33] 这也这也是这unix philosophy在这个时候竟然还在发挥余热哈
[01:32:38] 我可以
[01:32:41] 可以让他make a summary好
[01:32:43] 这就让AI在这里帮我
[01:32:46] 帮我summary
[01:32:51] 阅读了这个手册
[01:32:52] 或者说你在AI的帮助下阅读这个手册
[01:32:54] 你就知道什么事情是能干的
[01:32:56] 什么事情是不能干的
[01:32:57] 我觉得在这个时代
[01:32:58] 你们你们最需要的就是有一个清晰的概念
[01:33:01] 什么事情是能办到的
[01:33:02] 因为你你人没有办法
[01:33:06] 没有办法做自己想象不到的东西
[01:33:09] 而扩展你的想象力的方式
[01:33:11] 就是去看别人想到了什么
[01:33:13] 因为在这个文档里面有很多
[01:33:16] 你可能没有想到过
[01:33:17] 原来我们的操作系统设计者
[01:33:19] 我们的share的设计者还还会想到在这一套系统调用的基础上
[01:33:23] 原来还可以做这些功能
[01:33:26] 你看它有一些是吧
[01:33:29] 可以做控制流和循环
[01:33:31] 然后可以做变量和参数
[01:33:33] 你看有特殊参数
[01:33:34] 如果你对这个部分感兴趣对
[01:33:37] 比如说你可以跟他说
[01:33:41] Special parameters
[01:33:44] 那你对其中的任何一个一个部分啊感兴趣
[01:33:48] 你都可以让他展开给你介绍
[01:33:50] 然后很快你在很快的时间里面就可以
[01:33:53] 对整个世界有一个更好的呃概念和和理解
[01:33:58] 然后这就是你的想象力的
[01:34:00] 想象力的来源
[01:34:01] 当然UNIX的share也不是
[01:34:03] 就说说是绝对好的
[01:34:04] 因为我们说是一个无奈的取舍
[01:34:06] 它的设计是一个为了在1970年代的算力算法和工程能力
[01:34:12] 它只能实现几百行的呃系统
[01:34:15] 那后人就只好将错就错了
[01:34:17] 我这里有些比较有意思的例子
[01:34:18] 比如说呃LS我重定向给A点TXT以后
[01:34:22] 我的输出已经没了
[01:34:23] 我在管道给我在管道给cat
[01:34:26] 我这不是未定义行为吗
[01:34:28] 然后不同的shell实现是不一样的
[01:34:30] 你在fish和batch里面你会什么也看不到
[01:34:33] 但你在zs ch里面你会看像它会变得像T1样
[01:34:36] 它会既把文件写进去
[01:34:38] 也会在标准输出里面看到
[01:34:40] 这都是这个设计者
[01:34:42] 他他也不知道他怎么想的
[01:34:43] 他反正他就这么想了
[01:34:45] 然后他觉得这样对你更好
[01:34:46] 他就这样做了
[01:34:47] 然后就有一些有意思的例子
[01:34:48] 比如说这个修度是不起作用的
[01:34:51] 为什么
[01:34:52] 很有意思的
[01:34:53] 非常有意思的例子
[01:34:54] 你们回去可以想一想
[01:34:55] 如果你们想不通的话
[01:34:57] 让大圆模型帮你
[01:34:58] 我最后给大家准备了一个呃彩蛋
[01:35:00] 是一个没有任何依赖的free standing的share
[01:35:04] 大家可以去看为所有的包括连系统调用都是用汇编写的
