[00:00:00] 我我干了什么呢
[01:21:06] 还呃还不知道
[01:21:08] 但是你看他GPT-5.6还都不知道啧
[01:21:12] 还不知道
[01:21:14] 其实我们需要一个好的架构
[01:21:18] 才能完成这个任务
[01:21:21] 我是怎么办到的呢
[01:21:23] 你们可以想一下
[01:21:23] 如果你们要
[01:21:25] 一个quick quiz
[01:21:26] 如果你们要实现这个QRJ
[01:21:28] 你们会怎么写
[01:21:30] 怎么prompt的AI
[01:21:33] 我我我实际上是只用了少量的prompt g m
[01:21:36] 5.3
[01:21:36] 在200K上下文里面
[01:21:38] 就完成了第一个正确的版本
[01:21:39] 我我就当时是我升级的gm5.3
[01:21:41] 我就想测试一下它的能力
[01:21:43] 我干了这样的一件事
[01:21:44] 我让他设计一个各种各样的Python类
[01:21:48] 就有点像编译器一样
[01:21:50] 比如说我要设计一个Python的函数
[01:21:54] 叫XOY一个符号系统
[01:21:57] 比如说因为因为这里面是叫位运算
[01:22:00] 然后这个东西既可以翻译成PY
[01:22:02] 就既可以在Python里面直接执行
[01:22:05] 又可以翻译成excel
[01:22:08] 也就是说我做了一个基础设施
[01:22:09] 像编译器一样的基础设施
[01:22:11] 然后我我有什么XOR什么contact
[01:22:16] 也就是说我我我做了一个中间语言
[01:22:19] 有点像
[01:22:19] 如果你们今天做这个ini info的话
[01:22:21] 你们会需要一个tire浪这样的中间的语言
[01:22:24] 我让他先设计一个中间语言
[01:22:26] 这个中间语言既对Python友好
[01:22:28] 也对excel友好
[01:22:30] 然后我只需要验证的是
[01:22:32] 我的每一个翻译都是正确
[01:22:34] 到excel到excel
[01:22:35] 正确翻译是正确的
[01:22:37] 到Python的结果是正确的
[01:22:41] 编码算的对不对
[01:22:42] 我的二维码的每个像素算的对不对
[01:22:45] 然后我再单独验证每一个东西和excel的翻译公式
[01:22:48] 翻译的正确性
[01:22:49] 经验容器最后一把头生成就直接正确
[01:22:53] 代码非常的干净
[01:22:55] 也不长
[01:22:56] 就可能长
[01:22:57] 但是维护性远比你们
[01:22:59] 大家可以看一下这个
[01:23:01] 看一下看一下AI is log
[01:23:07] JM5.3的这个build build exce
[01:23:13] 就我真的觉得AI还是很厉害的
[01:23:17] 无穷多的硬编码
[01:23:20] 这这这样
[01:23:20] 就这么说
[01:23:23] 我我我们可以看一下
[01:23:25] 我我没有我没有我没有没有把他的excel
[01:23:29] check进来没事
[01:23:30] 然后再看一下这个dd desk
[01:23:36] 不同的方不同的road map
[01:23:39] 但是
[01:23:43] 嗯对反正不同的road map
[01:23:46] 但是额一样的思路就就这么说
[01:23:51] 这两份代码
[01:23:52] 我让他们把那个工作区
[01:23:55] 从一个位置移动到另外一个位置
[01:23:58] 他都得休两个小时
[01:24:01] 就是啊他不停的错
[01:24:02] 不停的错
[01:24:02] 不停的错
[01:24:03] 他会就他
[01:24:05] 因为他所有东西都是硬编码
[01:24:06] 他只要改错一点点地方
[01:24:08] 它它的VPATION就通不过
[01:24:09] 他得再再像agent的那样先去
[01:24:12] 他确实可能能修完
[01:24:14] 但是这个是软件工程
[01:24:16] 所以在今天你还需要生成是软件工程
[01:24:20] 需要需要这门课
[01:24:22] 所以我基本上就是把我我作为一个软工人
[01:24:24] 我我其实是做软件工程的
[01:24:27] 把我的毕生所学这个虽然我觉得AI应该也懂的
[01:24:32] 但是我不知道为什么
[01:24:33] 就是可能是因为后训练的原因
[01:24:35] 其实AI这个上手解决问题的这个欲欲望太强了
[01:24:40] 导致了
[01:24:42] 好像对我觉得可能做的还不是特别的好好
[01:24:46] 那这里面核心的问题是什么呢
[01:24:48] 是这个世界上有有三个
[01:24:50] 就当我们要用AI解决问题的时候
[01:24:52] 我们有三个空间
[01:24:53] 第一个空间叫intention
[01:24:55] 具体的意图就是你脑子里面想的是什么
[01:24:58] 比如说老板说我要做一个国民级的应用
[01:25:02] 是的这这他隐滩神
[01:25:04] 或者说我要我要做一个小程序
[01:25:06] 给我挣一个亿
[01:25:08] 这是这是那个in intention
[01:25:09] 然后这个小程序它可能有些想法
[01:25:11] 这个这个同学们点外卖不方便
[01:25:15] 我要做一个点外卖的小程序
[01:25:17] 然后挣一个亿就可以挣一个亿了
[01:25:18] 然后这个在intention space里面
[01:25:21] 这这个是这个是是这已经很大了
[01:25:24] 那个有的人有的人想想做外卖
[01:25:27] 有的人就想做这个AI读论文
[01:25:29] AI耿同学
[01:25:30] 然后在这个intention space里面
[01:25:33] 每一个intention都有很多种可能的实现
[01:25:40] 这这是SPECIICATION
[01:25:42] 就是呃SPACC
[01:25:44] 就是说这个这个程序的功能是什么
[01:25:47] 选用什么样的架构选用
[01:25:50] 呃甚至架构都都不是
[01:25:51] 就它要满足什么样的要求
[01:25:53] 它有几个界面
[01:25:55] 然后每个界面有什么功能
[01:25:56] 就比如说这个就是SPECIATION
[01:26:00] 以这个例子
[01:26:00] 那个intention
[01:26:04] 那个intention是我要造一个能够偷出二维码
[01:26:08] 偷出数据的excel
[01:26:09] 这是一个intention是吧
[01:26:11] 相当于intention space
[01:26:12] 每一个点我要造一个excel
[01:26:14] 然后这个spec就是刚才说的一句话
[01:26:18] 然后你看到
[01:26:21] 我的这个spec选用不同的架构
[01:26:25] 选用不同的实现方式
[01:26:26] 像刚才那种实现方式就会带来巨大的差别
[01:26:31] 而满同样都是满足spec的
[01:26:37] 还有不同的implementation
[01:26:42] 就哪怕是满足同一个SPECT
[01:26:45] 都有大量的information
[01:26:47] 所以软件工程它真正的gap就在于
[01:26:53] 就说这这些东西之间是有get的
[01:26:55] 都是有get
[01:26:59] 因为你的intention space里面提需求的可能是那老板
[01:27:03] 可能是在甲方
[01:27:03] 他没有任何计算机的经验
[01:27:06] 他就说校校长说我们要一个教务系统
[01:27:09] 然后公司说我可以搞定intention
[01:27:13] 就在这
[01:27:13] 我要教务系统
[01:27:14] 要做学校里面所有同学相关事情的信息化
[01:27:17] 没有了
[01:27:18] 就这一句话
[01:27:19] 然后在这个specification specimen
[01:27:21] 又有好多好多的选择不同的方式
[01:27:24] 这个界面到底怎么呈现
[01:27:26] 我觉得这个界面设计很糟糕
[01:27:28] 然后到这个界面完了以后
[01:27:30] 这个数据库的schema应该怎么定
[01:27:33] 到底应该是分哪几张表
[01:27:35] 每个表里面有哪些列
[01:27:36] 我到底要选择key value型的数据库
[01:27:38] 还是关系型的数据库
[01:27:40] 每一个选择都会带来截然不同的呃结果
[01:27:46] 所以这是一个
[01:27:48] 这是一个孩子诶
[01:27:52] 我看看这个这个图片怎么打开
[01:27:58] 嘶嗯我看一下
[01:28:01] 这个图片
[01:28:04] 你再开一个
[01:28:09] 这是一个软件工程在很早的时候的一个梗图了
[01:28:15] 大概是就说你嗯他讲的就是这个这个gap
[01:28:18] 就在各个维度上
[01:28:20] 比如说程序员所想的和这个产品经理所想的
[01:28:24] 和客户所想的他是完全不一样的
[01:28:27] 呃这个客户是这样解释他的需求的
[01:28:31] 然后这个project leader是这样理解他的
[01:28:34] 然后分析的人又是这样想的
[01:28:36] 然后这个宣传的人又是这样宣传的
[01:28:39] 然后最后实际上这个customer要的是这个
[01:28:42] 但是最后造出来的是
[01:28:46] 造出来是这个
[01:28:47] 就这个这个这个这个这个这个梗图
[01:28:49] 而造成这个的根本原因
[01:28:52] 实际上就是这些space之间的这个这个gap
[01:28:57] 而当我们谈软件工程
[01:28:58] 不管是软件工程还是生成式软件工程的时候
[01:29:01] 我们要做的事情就是补上补上这些gap
[01:29:04] 而今天这些gap是怎么补的呢
[01:29:07] 模型用的是猜
[01:29:10] 模型是猜模型
[01:29:11] 就说好
[01:29:12] 你你既然说了这句话
[01:29:13] 那我猜应该是这个吧
[01:29:15] 我就去实现
[01:29:15] 为什么呢
[01:29:16] 因为后训练的时候
[01:29:18] 模型是有report的
[01:29:20] 我们每个人都是report hacker是吧
[01:29:22] 模型受到奖励
[01:29:23] 他如果任务做对了
[01:29:24] 做完了测试通过了就会得到奖励
[01:29:26] 所以他就会形成一种倾向
[01:29:28] 他会疯狂的立即上手
[01:29:30] 去把这个任务尽可能快的完成
[01:29:32] 因为做的慢了
[01:29:32] 你好吧
[01:29:34] 然后他能够越来越多的做一些简单任务
[01:29:37] 这当然是好事
[01:29:39] 但是呃和人
[01:29:42] 我们人解决问题的方式还是不一样的
[01:29:44] 你看看我们作为计算机或者软件工程的学生
[01:29:48] 你们你们是怎么学习的
[01:29:51] 怎么弥补这个gap的
[01:29:52] 你到大一第一门课是什么C语言程序设计
[01:29:55] 所以你先学的是这个东西里面有什么
[01:29:59] 你你跳出你你学习的框架
[01:30:01] 你现在学的是这个implementation space里面有什么东西
[01:30:04] 把这里的东西都弄得非常熟练了
[01:30:07] 这个这个需求可以这样实现
[01:30:09] 这个需求可以这样实现
[01:30:10] 然后你再去上什么软件工程课
[01:30:12] 这样一点一点的把你对这件事情的任务给补全
[01:30:17] 但是在AI时代
[01:30:19] 这件事情当然是发生了变化
[01:30:21] 你既要阻止这个AI去乱猜AI去乱猜
[01:30:28] 你又要尽可能的发挥AI能够从A到B的能力
[01:30:33] 这个时候
[01:30:34] 我想这就是我这个学期要讨论的
[01:30:38] 讨论的问题
[01:30:39] 讨论个问题就是啊我们的生成式软件工程
[01:30:44] 想要想要告诉大家的
[01:30:46] 我开个头
[01:30:48] 人月神话
[01:30:49] The mico nine month
[01:30:50] 大型动物一旦陷入这个焦油坑就很难逃脱
[01:30:54] 它像泥潭一样的进去以后
[01:30:56] 而且濒死的动物又会引来各种掠食者
[01:30:59] 然后他们也进了焦油坑
[01:31:00] 他们也呃也也出不去
[01:31:03] 也出不去
[01:31:03] 这里面有一个很经典的呃论断是
[01:31:09] 如果一个团队已经开始
[01:31:11] 或者一个软件产品已经开始失败了
[01:31:13] 你加进去更多的人
[01:31:15] 只会让他变得更失败
[01:31:16] 不会变得更成功
[01:31:17] 也就是说就跟刚才那个QR键一样
[01:31:21] 当一个产品已经开始
[01:31:23] AI已经开始产生slop的时候
[01:31:26] 你投入更多的token
[01:31:28] 你也只会让它变得更失败
[01:31:30] AI会不断的在他那个失败的东西上面
[01:31:33] 再往前再浮起来一点浮起来一点浮起来
[01:31:35] 一点
[01:31:35] 直到你再也付不起那个token为止
[01:31:38] 然后你看教务系统不就是这样的吗
[01:31:41] 随着供它不断的每
[01:31:43] 我觉得每一年你打开那个教务系统
[01:31:45] 这个你都发现它增加了功能
[01:31:48] 你们也也发现了
[01:31:49] 然后然后我的感受就是
[01:31:51] 学校又花了很多这个纳税人的钱
[01:31:54] 就这个
[01:31:56] 这也许不是坏事
[01:31:57] 因为它促进了经济的发展
[01:32:00] 嗯然后软件工程
[01:32:03] 软件工程研究的就是
[01:32:05] 怎么样在这个gap实际存在的情况下
[01:32:09] 把一件足够大的事
[01:32:10] 就是一个真的
[01:32:12] 这刚才我们展示一个很小的事儿
[01:32:15] 教务系统是一个相对来说比较大的
[01:32:17] 就你真的去能够挣几百万
[01:32:19] 几千万的上市公司
[01:32:21] 那是上市公司
[01:32:22] 这个你是真的可以挣到很多钱的
[01:32:24] 一个产业级的产品
[01:32:26] 然后再到你真的要做一个国民级的
[01:32:28] 新的新的东西
[01:32:29] 它有一套方法论
[01:32:31] 然后这个方法论就是这些人在投入了billions of dollars
[01:32:36] 里面得到的教训
[01:32:37] 他管理了很多的人
[01:32:39] 每一个人都很聪明
[01:32:40] 结果陷入了呃教育科
[01:32:42] 软件工程是有技术的
[01:32:44] 因为打个比方
[01:32:47] 呃我我们南大有很多做软件工程老师
[01:32:50] 比如说他做什么程序分析测试的
[01:32:52] 那他就说如果你生成了一个
[01:32:54] 但已经在implementation space里面已经有一个代码了
[01:32:58] 我能不能自动的为它生成更多的测试用例
[01:33:01] 或者生成一个代码的审查的东西
[01:33:03] 在这个代码不满足specification的时候
[01:33:06] 或者不满潜在的不满足intention的时候
[01:33:09] 我能够给你一个warning
[01:33:11] 他就做了一件非常非常在这个big picture里面
[01:33:15] 然后我们有的时候
[01:33:16] 比如说你们在课题组里面开始加入科技组
[01:33:18] 做研究的时候
[01:33:21] 忘记了这个big picture其实是这样的
[01:33:24] 软件工程是一个有技术
[01:33:25] 也有人类学
[01:33:26] 也有社会学
[01:33:27] 也有管理学的部分
[01:33:28] 然后恰好我觉得在生成式软件工程里面
[01:33:33] 把他们变成了AI
[01:33:35] 你你管一个一堆不会和你抬杠
[01:33:40] 只会you are absolutely right
[01:33:42] 我的you are absoluright
[01:33:45] 他会听你的话的
[01:33:47] 人在软件工程里面
[01:33:49] 他要研究这个人不听你话怎么办
[01:33:52] 你怎么样管管控这个团队的风险
[01:33:55] 这个人离职了怎么办
[01:33:57] 呃跳槽了怎么办
[01:33:58] 到竞争对手去怎么办
[01:33:59] 这这都是软件工程要研究的
[01:34:01] 然后如果你去看
[01:34:02] 比如说一个软件工程研究领域的话
[01:34:04] 它也是一个非常广的
[01:34:06] AI for s e s e for a2架构设计
[01:34:09] 可靠性演化
[01:34:11] 这个软件能不能长期生存下去
[01:34:14] human social aspects需求
[01:34:16] 这个特别特别重要
[01:34:17] 因为越早的时候
[01:34:19] 这gap是放大的
[01:34:21] 你在相对这是一个杠杆
[01:34:23] 你在这里微微小小的变一点
[01:34:25] 你会在这里产生巨大的变化
[01:34:28] 所以一般来说
[01:34:29] 这些大型的软件系统都是在这个点上面出错了
[01:34:32] 没有做好
[01:34:33] 导致了整体全部的呃崩盘
[01:34:36] 而这里面有一个
[01:34:37] 我觉得是我们现今教育体系的一个
[01:34:40] 很大的问题
[01:34:41] 你们从高考过来到现在
[01:34:43] 你们所有的考试题都是分中级能解决的
[01:34:47] 假设你大众音乐也可以用豆包摸鱼
[01:34:49] 嗯那你所有上了考场的题目都是
[01:34:53] 如果人5分钟解决不了
[01:34:55] 那这个题他一般来说就不会出了
[01:34:57] 所以你们长久以往你们训练的就是解决
[01:35:00] 就和你们训练的那个report和agent的训练那个包
[01:35:03] 是一样的
[01:35:04] 你能不能5分钟解决AH能不能五秒钟解决
[01:35:08] 最后是A证
[01:35:09] 他有更多的数据
[01:35:10] 他有更明确的反馈信号
[01:35:11] 所以他做的比你好
[01:35:14] 你没有
[01:35:14] 如果你没有一种很强的去好奇心
[01:35:18] 想要知道这个世界是怎么运行的
[01:35:20] 一个产品到底是怎么开发的
[01:35:22] 你你你很有可能你没有这种self motivation
[01:35:26] 你就没有去训练自己
[01:35:28] 去解决这种lower ion的问题
[01:35:30] 最后就是你解决龙华森的问题
[01:35:32] 还不如AJ
[01:35:34] 这是一个
[01:35:35] 当然我觉得所以软件工程挺好
[01:35:36] 他他有些课
[01:35:37] 你你你我
[01:35:38] 我知道有些软件工程同学在抱怨他们的课程
[01:35:41] 说说我上了文科
[01:35:42] 然后怎么怎么怎么
[01:35:44] 而且你回回过头来
[01:35:45] 在
[01:35:46] 就如果你能把技术映射回
[01:35:48] 这些文科的东西的时候
[01:35:50] 你会发现
[01:35:51] 其实软件工程还是就是就是这
[01:35:53] 这就是一个文科嘛
[01:35:54] 就是一个管理学
[01:35:55] 这是一本管理学的书
[01:35:57] 呃但它里面确实有很多呃真实的啊有趣的科学
[01:36:03] 实际上啊在大语言模型的时代
[01:36:06] 软件工程失败的定义没有变
[01:36:08] 就是从intent到specification
[01:36:11] 到这个implementation的翻译错了
[01:36:15] 要么就是intent的spark之间不满足我
[01:36:18] 我我做了一个东西
[01:36:20] 其实不是我要的
[01:36:21] 然后我又我做了一个实现
[01:36:23] 但是不满足我的SPECIATION
[01:36:24] 比如说正确性或者性能诶
[01:36:28] 呃但是今天模型模型
[01:36:33] 因为它有这种这个reinforcement learning
[01:36:36] 他对于这种真正的长城信号的reward
[01:36:40] 还是做的不够好的
[01:36:41] 他更多还是在怎么样机械的完成任务
[01:36:43] 所以你会发现不管是g p t cloud fable
[01:36:47] 还是这个我们现在用的
[01:36:49] 比如gm或者DP
[01:36:50] 他在面对这个excel问题的时候
[01:36:53] 他都不会去想
[01:36:54] 让像我一样先去设计一个DSL
[01:36:58] 虽然这个模型有足够的智能
[01:36:59] 可以设计一个非常好的中间语言
[01:37:01] 来把这个问题非常干净漂亮
[01:37:04] 可维护的解决
[01:37:05] 但是AI的这个第一反应就像大家一样
[01:37:09] 就是他已经被训练成做题家了
[01:37:11] 我们现在还没有
[01:37:12] 就现在现在我觉得还没有把这个
[01:37:15] AI怎么样变成一个好的设计者
[01:37:18] 就大家都说AI现在最缺失品位吗
[01:37:20] 呃这个好的工程品位给训练出来
[01:37:23] 但同时我也觉得既然他能做做题家
[01:37:27] 他为什么不能有好的品位呢
[01:37:29] 我觉得可能是有的
[01:37:31] 所以我还是有危机感的
[01:37:32] 虽然就是我觉得这这门课我现在这么教
[01:37:35] 可能三个月以后
[01:37:36] 或者我这个这门课还没有结束的时候
[01:37:38] 我讲所有东西都已经没用了
[01:37:40] 这都是有可能发生的
[01:37:42] 就是我在上着上着上着上着这门课
[01:37:43] 所有东西就就不存在了
[01:37:45] 呃因为我我我其实非常确信
[01:37:49] 他既然能解决数学问题
[01:37:50] 它既然能解决这种编程里面很细碎的逻辑
[01:37:53] 他为什么不能
[01:37:55] 因为他都知道这些好的设计他都见过
[01:37:58] 他为什么不能从他的记忆库里面
[01:37:59] 找到那个好的设计
[01:38:00] 然后来解决这个问题
[01:38:02] 我觉得是可以的
[01:38:03] 甚至甚至我有一些skills
[01:38:05] 就能够朝这个方向来做
[01:38:07] 所以我觉得这是一个都值得我们深思的
[01:38:13] 问题你们可以回去想一想
[01:38:15] 怎么阻止主导qr开发
[01:38:17] 然后怎么设计一号的研究
[01:38:18] 由但是可以告诉大家的是
[01:38:20] G p t5.6
[01:38:22] so给我的答案非常糟糕
[01:38:26] 就是这两个设计都是一定会失败
[01:38:29] 但是他给了一定会失败的软件工程呃设计
[01:38:32] 然后我们可能会对我们的
[01:38:35] 做一切的方式可能都会都会发生变化
[01:38:38] 我不知道
[01:38:39] 就如果AI连品味也学不会
[01:38:41] 以后
[01:38:42] 会发生会发生什么
[01:38:44] 所以最后一页
[01:38:47] 首先古法编程已经死了
[01:38:49] 呃A正在完成一个单个任务上
[01:38:52] 已经无人能敌了
[01:38:53] 这个软件工程暂时还没有死
[01:38:56] 但我希望每一个同学
[01:38:58] 经过这一门课的这个呃可以说是探讨吧
[01:39:03] 我也不能说我我做的对或者怎么样
[01:39:06] 呃试图回答一个问题
[01:39:08] 在保研的时候
[01:39:09] 你的导师问你
[01:39:11] 为什么我要招你
[01:39:12] 而不是买一个200刀的call max对吧
[01:39:17] 怎么接触这个这个问题
[01:39:19] 我觉得这个这个问题上
[01:39:20] GPT-5.6回答的还挺好的
[01:39:22] 虽然虽然他做不到
[01:39:24] 呵呵呵
[01:39:25] 他说他能找到能值得解决的问题
[01:39:28] 把未知拆成便宜的实验
[01:39:30] 用证据让坏方向及时停下
[01:39:32] 并对长期结果负责
[01:39:33] 这这是一个好的回答
[01:39:35] 但是我发现G75.6还做不到
[01:39:38] 就是呃很有意思好
[01:39:40] 我今天课就到这
[01:39:41] 然后我会把这个今天的课程的那个内容
[01:39:43] 重新切片重新整理
[01:39:45] 但可能不会马上
[01:39:47] 我应该会有一个这个生肉版
[01:39:49] 就是我我剪剪辑
[01:39:50] 就把我今天上课的流程剪一下
[01:39:52] 会会会发布一个版本
[01:39:53] 大家可以对比那个我我可能是精修过的版本
[01:39:57] 好今天下课
