[00:00:00] 我们上周讲了一点版本管理
[01:17:51] 你就能够有一个机会去想到
[01:17:54] 一个和别人不一样的呃不太一样的设计诶我的
[01:18:05] 好在这里啊
[01:18:06] 还有一个好
[01:18:07] 那么接下来就是我们真的可以干一件啊
[01:18:14] 干一件事了嗯
[01:18:17] 项目的早期阶段
[01:18:19] 你肯定不能用这个multi agent
[01:18:22] 项目的早期阶段
[01:18:23] 你呃你就是包工头
[01:18:27] 你先找一个应该找一个相对来说能力比较强
[01:18:30] 你能够用到的最强的agent
[01:18:32] 然后你可以跟他多轮的对话
[01:18:35] 所以我我我要告诉大家
[01:18:37] 你们呃现在开始干就比什么都要好
[01:18:42] 我决定现在就开始直接
[01:18:47] 来sorry嗯
[01:18:54] 直接打开课程作业好
[01:18:59] 我不知道发生会发生什么
[01:19:01] 完全没有事先准备过
[01:19:09] 我还是要不开开两个
[01:19:15] 好额
[01:19:18] 我们有两种办法
[01:19:19] 第一种是直接
[01:19:22] 然后直接回车对吧
[01:19:23] 这个其实我觉得对于每个同学来说
[01:19:25] 你们都可以体验体验一下
[01:19:27] 当然我今天来替大家替大家体验啊
[01:19:30] 我觉得更好的方式是
[01:19:36] 啊
[01:19:49] 这是什么
[01:19:52] 啊
[01:20:10] 我们来观察一下它
[01:20:12] 它会他会做什么
[01:20:14] 就是呃
[01:20:15] 有时候AI的直觉和人的直觉就有点不太一样
[01:20:19] 像如果你你像一线模型
[01:20:20] 它会进入一个plan mode
[01:20:22] 它会跟你呃再确认
[01:20:24] 可能会再确认一些事实
[01:20:25] 然后他再再去会生成一个workflow
[01:20:28] 然后如果你们看过比较
[01:20:29] 其实其实其实挺好玩的
[01:20:30] 比如像cloud code
[01:20:31] Cloud code
[01:20:32] 它当他需要执行一个比较复杂的任务的时候
[01:20:36] 它会生成一段JAVASCRIPT
[01:20:38] 一个一段typescript
[01:20:39] 然后这个text script里面有一个有一个函数叫agent
[01:20:44] 然后这个agent它它里面是一个自然语言
[01:20:50] 当他用这种方式来组织播骷髅
[01:20:52] 他甚至可以有循环
[01:20:53] 就是说我有好多任务
[01:20:54] 然后他可以在循环上面上面
[01:20:55] 来来来来解决这个啊workflow
[01:20:58] 然后你看到他这就直接开干了吗
[01:21:19] 用魔法对我对吧
[01:21:21] 只能用魔法打败魔法
[01:21:22] 这个300token persd实在是太恐怖了
[01:21:31] 好嗯OK嗯
[01:21:34] 不管了
[01:21:35] 先让他先让他搞搞
[01:21:38] 搞一会我我
[01:21:39] 然后你发现这就是我前面上面前前面说这个呃
[01:21:45] 上下文工程或者提示词工程里面最危险的一点
[01:21:48] 你提示词里面的每一句
[01:21:51] 每一个词
[01:21:53] self attention都会看到它
[01:21:55] 然后看到他的时候
[01:21:57] 因为AI现在已经被训练成了prompt的舔狗
[01:22:00] 所以它有一种无可就是没有办法往外拉的倾向
[01:22:06] 需要遵循你的指令
[01:22:07] 所以当你把这个需求
[01:22:09] 尤其是这可能是一个讨论稿的需求对吧
[01:22:11] 像我像我这是一个比较开放的需求
[01:22:13] 丢给他的时候
[01:22:14] 他会过度遵循这个指令
[01:22:16] 最终导致它会生成一个呃确实满足了指令
[01:22:22] 但是其实呃不是你想要的
[01:22:25] 就是你你回头看那个实验的要求
[01:22:27] 这个实验要求其实是言外之意啊
[01:22:32] 其实是这一句话
[01:22:34] 叫实现一个持续为你工作的个人助手
[01:22:37] 这句话最重要
[01:22:39] 其他的话相对来说就没有那么重要
[01:22:43] 这些只是一些解读对吧
[01:22:44] 呃你作为一个好的呃为你工作的个人助手
[01:22:48] 你你觉得12345是比较比较重要的
[01:22:52] 那你们觉得就是当然这每个人都有自己的观点
[01:22:55] 对你们来说
[01:22:56] 如果你想实现一个你的个人助手什么最重要
[01:23:02] 就你你你实现的第一个feature是什么
[01:23:04] 你想实现什么
[01:23:09] 最大的就是你在可能一个月以内
[01:23:11] 遇到的最大的痛点问题
[01:23:13] 学习嗯对吧
[01:23:16] 高效的学习和复习
[01:23:18] 因为你们要卷成绩
[01:23:19] 所以这毫无疑问是最重要的一个学习排版案
[01:23:22] 你可以你可以
[01:23:23] 最好是这A证能够自动从外网上面收集数据
[01:23:27] 然后把它以一个层次化的方式归档
[01:23:30] 然后最终并且给我一个比较好的界面对吧
[01:23:33] 这是你最想要的
[01:23:34] 然后你看我估计他十有八九没有对吧
[01:23:38] 我来看一下啊
[01:23:45] 呃我要问他呃
[01:23:47] 其实我想要的是一个比较好的学习助手
[01:23:56] 能收集外部信息啊
[01:24:01] 除了设计外部信息
[01:24:02] 然后综合总结
[01:24:04] 根据我的进度学习
[01:24:07] 看哪部分能实现我这个功能诶
[01:24:16] 对吧
[01:24:16] 读一读一读
[01:24:18] 然后他在做da base
[01:24:21] 你看他在做database嗯
[01:24:26] 可以可以这样说啊
[01:24:27] 就是在没有你精心设想过讨论过的这个时候
[01:24:34] AI基本上就只会生成slot out
[01:24:38] 只只就就只会生成SP2
[01:24:41] 你看他呃
[01:24:44] 他
[01:24:49] S mail
[01:24:54] 没有对吧
[01:24:55] 也就是说其实你要的
[01:24:57] 就你你脑袋里所想的那个东西
[01:25:00] 这就是我说的你的intent
[01:25:02] 你的specification
[01:25:03] 你的intention是有巨大gap的
[01:25:05] 然后但是当你一旦这个对吧
[01:25:08] 这个模型看到说你要实现这个的时候
[01:25:11] 他就真的是真的去实现它了啊
[01:25:16] 然后我觉得肯定是做了一些不好的事情
[01:25:18] 比如说虽然当我提一号的时候
[01:25:22] 我真正需要的是一个browser use agent
[01:25:25] 它能帮我在各种网页上面处理
[01:25:28] L1号只是一个作为测试的出口对吧
[01:25:30] 他能把我的个人信息到一号上面
[01:25:33] 所以我可能第一步实现的
[01:25:35] 就不需要去
[01:25:36] 在这个你的教务系统上面做太多的设计
[01:25:40] 你作为过渡设计反而呃反而不好
[01:25:42] 然后这个就是呃和刚才我我看给给大家
[01:25:45] 给大家看的那个例子啊是非常相关的
[01:25:48] 你看起来他做的所有的事情都是对的对吧
[01:25:53] 从从read me点MD来看
[01:25:55] 他做的所有的事情都是正确的
[01:25:58] 没有没有一个错误
[01:25:59] 但最终他得到了一个你不想要的要的东西
[01:26:02] 所以呃
[01:26:05] 我看现在有没有git提交了
[01:26:11] 他甚至都没有创建一个呃git repository对吧
[01:26:16] 这就是你看你不跟他讲
[01:26:18] 当然我觉得可能如果是codex的话
[01:26:19] 他可能还是会会会初始化一个目录
[01:26:22] 或者他会问你这个项目应该怎么管理
[01:26:24] 就如果比如说我是一个成熟的产品经理的话
[01:26:27] 呃老板跟我说
[01:26:28] 这个以后我我肯定会跟我的团队去沟通一下
[01:26:32] 项目怎么管啊
[01:26:33] 这个就在甚至在我写下第一行代码之前
[01:26:37] 我都要讨论好协作怎么做啊
[01:26:39] 项目怎么管啊
[01:26:40] 每天什么时候开会啊
[01:26:42] 呃A震的很好玩
[01:26:43] 他就他就直接上手就上手就做
[01:26:46] 他觉得OK这就是一个用一次就就丢掉的一个啊
[01:26:51] 一个东西
[01:26:52] 感觉他烧了我不少
[01:26:53] 可能烧了我不少
[01:26:54] token也无所谓了
[01:26:55] 这个我参与DPC哈里斯内测
[01:26:58] 他送了我1000块的额度
[01:26:59] 到现在还没有
[01:27:01] 还没有完全用完哈
[01:27:05] 所以你们在刚开始的时候还是回到项目
[01:27:11] 回到管管理脑袋里面
[01:27:14] 要有一个这样的模型
[01:27:15] 你不能直接把任务就丢给agent
[01:27:19] 你现在想的是
[01:27:22] 先第一件事一定是创建一个空的这个好
[01:27:27] 然后创建完了以后
[01:27:28] 你就会想你的下一步要迈向哪里对吧
[01:27:32] 下一步我也给大家展示了
[01:27:34] 不能啊
[01:27:35] 不能这样对吧
[01:27:36] 下一步不能不能是这样的
[01:27:38] 你你需要的是往前再迈一小步
[01:27:44] 慢往前再迈一小步
[01:27:45] 所以你发现现在AI啊他从零开始做一个东西
[01:27:49] 做出来
[01:27:49] slop的难度比他到一个成熟的项目里面去
[01:27:53] 做一个维护性的任务要大很多
[01:27:57] 我们对软件工程的真正的要求
[01:28:00] 或者说我呃如果我要跟一个team
[01:28:03] 或者跟一个学生嗯去谈论
[01:28:05] 我们要要设计一个什么什么软件的时候
[01:28:08] 我的问题是你能不能以不变应万变
[01:28:11] 也就是说你现在软件设计一个架构
[01:28:14] 或者设计一个呃流程方法
[01:28:17] 能不能抵抗未来需求发生根本性的变化
[01:28:22] 所以你马上就看到在刚才那个例子里
[01:28:24] 就是数据库
[01:28:26] 说说我要我要我要我要生成一个这个对吧
[01:28:29] 要要生成一个挣钱的产品
[01:28:31] 去挣这个宝妈们的钱
[01:28:33] 然后呃
[01:28:36] 我真正需要的是一个能扩展的架构
[01:28:41] 当未来有别的需求来了
[01:28:43] AI模型发生了变化
[01:28:45] 就我我其实我我在想这软件工程的时候
[01:28:48] 或者说我的合作模式发生了变化
[01:28:50] AI助教对吧
[01:28:52] AI助教有可能是文字的助教
[01:28:53] 有可能是图像的助教
[01:28:55] 有可能有交互
[01:28:56] 有可能没有交互
[01:28:57] 它各种各样的需求在不断变化的时候
[01:29:03] 我还有没有可能我的架构
[01:29:05] 以最少的变化去应对需求的变化
[01:29:08] 而这个恰恰是大家在在软件工程课
[01:29:11] 也不讲这个这个数据库
[01:29:14] 这个操作系统课也不教对吧
[01:29:15] 大家都说好
[01:29:16] 这个操作系统是长这样的
[01:29:17] 你啊为什么会
[01:29:18] 今天你会看到一个这样的操作系统
[01:29:20] 为什么会看到一个这样的数据库
[01:29:22] 数据库为什么要这样做
[01:29:23] 并发控制对吧
[01:29:24] 都是有有这样的一个一个原因
[01:29:27] 但软件软件工程说的最不一样的地方
[01:29:31] 就是对未来需求的变化
[01:29:33] 所以如果你们要
[01:29:37] 就是比如说这两节课
[01:29:39] 跟跟大家讲版本管理的时候呃
[01:29:42] 你要记得版本管理做的三件事
[01:29:46] 记住现在
[01:29:48] 记住历史
[01:29:49] 记住教训
[01:29:50] 这个是在agent的时代和软件工程
[01:29:53] 就古法编程的时代都都成立了
[01:29:56] 你需要现在就是因为你必须要有一个repository
[01:29:59] 不管是这个形式
[01:29:59] 还是就现在的一个C或者C加加的那Python
[01:30:03] JAVASCRIPT的项目
[01:30:03] 你都需要把文件管起来
[01:30:05] 那么你记住历史
[01:30:07] 是为了有一天你这个东西不要了对吧
[01:30:10] 或者你删掉的一个东西
[01:30:12] 你你最终发现对你是有用的
[01:30:14] 你还可以把它捞回来
[01:30:15] 然后在这个提交的历史过程当中
[01:30:18] 你能看到你是怎么演进到一个点
[01:30:21] 然后发现这件事情失败了
[01:30:22] 然后这个失败了
[01:30:23] 可能你会留在这
[01:30:24] 然后你会回到另外一个点
[01:30:25] 再开始另外一个对吧
[01:30:27] 正确的啊
[01:30:28] 正正正确的路线
[01:30:30] 而这些东西都是在版本版本控制里的
[01:30:32] 然后这些lessons不停的都在警示你
[01:30:36] 你需要怎么做对吧
[01:30:39] 你需要这个呃
[01:30:42] 你你需要怎么样
[01:30:44] 从第一步开始迈出向后的一小步
[01:30:47] 那肯定显然不应该是看看哦
[01:30:52] 他已经实现完了吗
[01:31:00] 提交人民奖学金申请
[01:31:02] 这
[01:31:04] 准备退课
[01:31:19] 看有没有get哎
[01:31:22] 他倒是做了一个提交
[01:31:25] 直接一个提交
[01:31:41] 引擎全部是真代码
[01:31:43] 手机端是真HTTP服务派是集成的
[01:31:49] 模拟的部分邮箱是没有的
[01:31:55] 哎好啊
[01:32:07] 它有一个入口层
[01:32:08] 它有一个编排层
[01:32:11] 有一个能力层
[01:32:13] 还是个非常非常典型的架构啊
[01:32:17] 数据层呃
[01:32:18] 我就不如不试图不试图re re review了啊
[01:32:24] 但显然他把它当成是一个是一个业务
[01:32:27] 逻辑系统来做
[01:32:28] 然后这其实是其实有非常大风险的
[01:32:30] 就是它看起来已经像一个教务系统了
[01:32:32] 哈哈这个软件已经看起来像一个教育系统
[01:32:34] 我下节课就会讲讲教务系统
[01:32:36] 而更其实现在更符合主流的best practice
[01:32:41] 如果你真的要从零开始构建的话
[01:32:43] 你要用一个叫MVP的PARAA
[01:32:45] 叫minimum呃
[01:32:47] variable product或者minimal viable product
[01:32:50] 有一个最小的验证版本
[01:32:53] 然后这有一句话叫the biggest risk in product development
[01:32:57] Is building something
[01:32:58] Nobody wants
[01:32:59] 就是你做的东西
[01:33:00] 就是你看他他做的东西就是我不要的对啊
[01:33:05] 这个东西绝绝大部分东西其实不是我要的
[01:33:07] 我刚才在他登代码的时候
[01:33:09] 我解释了诶
[01:33:10] 我其实想想要的呃是什么对吧
[01:33:15] 所以如果你要做一个最小的版本
[01:33:18] 其实他逼迫的是你要想清楚
[01:33:23] 什么样的需求才是你绝对要的对啊
[01:33:26] 刚才我刚才我已经说了
[01:33:27] 如果我要一个呃课程的
[01:33:31] 就就如果我要做一个个人的助手
[01:33:33] 我最想要的是他能有让我学
[01:33:35] 提升我学习效率的能力
[01:33:37] 和提升我工作效率的能力
[01:33:39] 你总结出了这两条以后
[01:33:42] 你可能在第一个这个MVP里面没有任何的数据库
[01:33:46] 对吧
[01:33:47] 因为你会想到在任何时候
[01:33:49] 当你文件系统膨胀的时候
[01:33:51] 你都可以说跟AJ直接说好
[01:33:53] 按照这个数据的组织帮我提炼出一个数据库
[01:33:56] 这个问题就结束了
[01:33:57] 所以你不需要在刚开始的时候就就做数据库
[01:34:01] 因为一旦你带上一个数据库
[01:34:03] 你每次数据库重构都需要让agent做这个database的迁移
[01:34:07] 但文件系统不一样
[01:34:08] 文件系统你自己自己就可以
[01:34:10] 在你的这个文件管理器里去调整它的目录结构
[01:34:17] 直逐渐梳理到你舒服的一个结构上
[01:34:20] 你看看你在里面调文件
[01:34:22] 和你去调这个database的schema
[01:34:25] 你的心智负担是不一样的
[01:34:27] 人类已经训练过对吧
[01:34:28] 对人类对直观的东西已经训练得非常舒服了
[01:34:31] 文件目录在计算机里面操作
[01:34:33] 你从小对吧
[01:34:34] 从你小学的时候上电脑课开始
[01:34:35] 你就做这件事了
[01:34:36] 所以你对这个模式非常习惯
[01:34:38] 但一旦你说你要操作一个database schema的时候
[01:34:41] 你们很多同学还没有学过数据库客
[01:34:43] 你根本不知道它是什么
[01:34:44] 在你面对一个未知的东西的时候
[01:34:46] 你仍然能就你需要强行的说啊
[01:34:49] 呃做一次概念的翻译啊
[01:34:51] 我这个东西脑袋里面是这样的概念
[01:34:53] 我要翻译到数据库里是这样的
[01:34:55] 那你不如用一个你已经适应了
[01:34:57] 熟悉了的这个system对吧
[01:35:00] 用最简单的方式帮你把比如说这个文件的呃
[01:35:05] 这个学习资料的管理
[01:35:07] 学习资料的进入
[01:35:10] 通知消息的进入对吧
[01:35:12] 就甚至到我现在到我现在
[01:35:15] 我自己回邮件的那agent都没有用任何的数据库
[01:35:19] 我的流程大概是这样的
[01:35:20] 我的流程是我的那个美呃agent会收我的邮箱
[01:35:25] 然后会把那个email id放到我的一个共享的云盘
[01:35:30] 同步上
[01:35:30] 然后那个email id里面会有它的这个呃
[01:35:34] A证解析出来的
[01:35:35] 比如说呃我我我回复的草稿啊
[01:35:37] 然后这个邮件的分类啊
[01:35:39] 是不是垃圾邮件啊
[01:35:40] 这种呃我呃
[01:35:41] 然后然后再由下一级的流水线去去处理
[01:35:44] 也就是说我先要明白的是
[01:35:46] 我的系统里面有哪几级流水线
[01:35:48] 然后这这几集流水线之间他们应该怎么协作
[01:35:51] 哪些东西通过云盘对吧
[01:35:54] 然后呃就就比如说那么因为我很喜欢我的云盘
[01:36:01] 是不是引入云盘要做一些架构的修改
[01:36:08] 我希望邮件和资料等都和云盘保持同步对吧
[01:36:17] 这就叫需求的更改
[01:36:19] 我现在不知道它的价格做的做的好不好啊
[01:36:22] 我让A政他帮我看一看
[01:36:23] 也就是说什么是一个好的软件架构
[01:36:26] 你你你当然在当前呃呃时候
[01:36:31] 这个你你是有一个需求的
[01:36:34] 这个现在实现可能是满足这个需求的
[01:36:36] 但是当你的需求发生变更的时候
[01:36:39] 你你相应的做出的那个变化是摧毁性的
[01:36:43] 是背上一个技术债还是别的
[01:36:45] 那就呃那就不知道了对吧
[01:36:50] 然后我们来看一下他的这个这个设计
[01:36:53] 它有一个SISTANT点dB啊
[01:37:00] 他要把个人资料放到这里
[01:37:02] 邮件归档也放到这里
[01:37:04] 索引草稿仍然在在dB啊
[01:37:10] 现在看起来还不会引起很大的问题
[01:37:12] 因为呃绝大部分都是这样的啊
[01:37:15] 数据库呃
[01:37:18] 确实应该不会引起特别大的啊大的问题
[01:37:22] 但是随着这个项目的不断的进展
[01:37:24] 你就会呃你就会发现你有一种开发方式是这样
[01:37:29] 就是你上来就是一个大的
[01:37:31] 然后呃好几大步就把需求都都实现完了
[01:37:35] 然后就拖着这个技术债不断地往后迭代
[01:37:37] 往后加功能加功能
[01:37:38] 还有一个是
[01:37:39] 你从最小的就得到一个特别精巧的架构
[01:37:41] 我我举个我为什么要举举举刚才那个例子
[01:37:44] 就当你发现我用git管理这个学生的提交以后
[01:37:48] 很多事情都变得非常容易嗯
[01:37:52] 而且我自己控制起来也也也也会轻松啊
[01:37:56] 轻松很多啊
[01:37:57] 直到我遇到性能瓶颈之前
[01:37:58] 我都不去
[01:37:59] 不想要把它迁移到任何的一种呃数据库
[01:38:03] 对啊
[01:38:04] 然后这也意味着
[01:38:06] 其实你早期的prompt
[01:38:07] 对整个项目的走向的影响是是最大的
[01:38:11] 你每一次对吧
[01:38:12] 就就你最早的那个我直接把read me给他
[01:38:14] 还说我要做一个MVP啊
[01:38:16] 这都会对项目造成很大的影响
[01:38:18] 那我下一节课就周日就会进入呃
[01:38:21] 软件架构和构造的内容好
[01:38:24] 今天下课
